ID	Tx:40
AUSMDU00007976.fa	675
AUSMDU00007999.fa	150
AUSMDU00008000.fa	2433
AUSMDU00008001.fa	659
AUSMDU00008004.fa	1357
AUSMDU00008013.fa	178
AUSMDU00008202.fa	382
AUSMDU00008204.fa	UC
AUSMDU00008205.fa	120
AUSMDU00008207.fa	UC
AUSMDU00008258.fa	413
AUSMDU00008259.fa	659
AUSMDU00008260.fa	UC
AUSMDU00008262.fa	312
AUSMDU00008263.fa	62
AUSMDU00008264.fa	UC
AUSMDU00008267.fa	UC
AUSMDU00008268.fa	335
AUSMDU00008271.fa	103
AUSMDU00008272.fa	571
AUSMDU00008273.fa	46
AUSMDU00008274.fa	UC
AUSMDU00008277.fa	220
AUSMDU00008283.fa	12
AUSMDU00008372.fa	34
AUSMDU00008373.fa	UC
AUSMDU00008374.fa	UC
AUSMDU00008379.fa	593
AUSMDU00008380.fa	16
AUSMDU00008381.fa	468
AUSMDU00008403.fa	369
AUSMDU00008404.fa	39
AUSMDU00008405.fa	UC
AUSMDU00008406.fa	531
AUSMDU00008407.fa	12
AUSMDU00008408.fa	62
AUSMDU00008410.fa	257
AUSMDU00008416.fa	59
AUSMDU00008417.fa	UC
AUSMDU00008418.fa	UC
AUSMDU00008420.fa	366
AUSMDU00008422.fa	161
AUSMDU00008424.fa	659
AUSMDU00008426.fa	17
AUSMDU00008427.fa	164
AUSMDU00008429.fa	UC
AUSMDU00008432.fa	279
AUSMDU00008433.fa	UC
AUSMDU00008434.fa	16
AUSMDU00008435.fa	62
AUSMDU00008438.fa	15
AUSMDU00008440.fa	UC
AUSMDU00008441.fa	20
AUSMDU00008442.fa	UC
AUSMDU00008451.fa	346
AUSMDU00008486.fa	605
AUSMDU00008490.fa	86
AUSMDU00008491.fa	UC
AUSMDU00008492.fa	659
AUSMDU00008494.fa	1
AUSMDU00008495.fa	UC
AUSMDU00008498.fa	413
AUSMDU00008499.fa	86
AUSMDU00008502.fa	UC
AUSMDU00008504.fa	34
AUSMDU00008507.fa	UC
AUSMDU00008512.fa	UC
AUSMDU00008513.fa	UC
AUSMDU00008521.fa	UC
AUSMDU00008522.fa	12
AUSMDU00008523.fa	UC
AUSMDU00008524.fa	UC
AUSMDU00008526.fa	614
AUSMDU00008531.fa	UC
AUSMDU00008534.fa	UC
AUSMDU00008535.fa	300
AUSMDU00008537.fa	22
AUSMDU00008538.fa	1437
AUSMDU00008539.fa	UC
AUSMDU00008540.fa	130
AUSMDU00008543.fa	1437
AUSMDU00008544.fa	625
AUSMDU00008546.fa	UC
AUSMDU00008551.fa	UC
AUSMDU00008578.fa	659
AUSMDU00008579.fa	UC
AUSMDU00008580.fa	37
AUSMDU00008581.fa	428
AUSMDU00008583.fa	231
AUSMDU00008589.fa	231
AUSMDU00008590.fa	91
AUSMDU00008595.fa	UC
AUSMDU00008607.fa	158
AUSMDU00008614.fa	154
AUSMDU00008616.fa	336
AUSMDU00008622.fa	UC
AUSMDU00008625.fa	UC
AUSMDU00008626.fa	267
AUSMDU00008629.fa	446
AUSMDU00008631.fa	UC
AUSMDU00008632.fa	659
AUSMDU00008633.fa	430
AUSMDU00008635.fa	40
AUSMDU00008638.fa	361
AUSMDU00008639.fa	UC
AUSMDU00008643.fa	72
AUSMDU00008644.fa	UC
AUSMDU00008666.fa	UC
AUSMDU00008742.fa	UC
AUSMDU00008959.fa	119
AUSMDU00008973.fa	1326
AUSMDU00009215.fa	394
AUSMDU00009216.fa	1279
AUSMDU00009504.fa	111
AUSMDU00009525.fa	UC
AUSMDU00009582.fa	46
AUSMDU00009583.fa	312
AUSMDU00009584.fa	98
AUSMDU00009732.fa	UC
AUSMDU00009748.fa	UC
AUSMDU00010072.fa	3
AUSMDU00010273.fa	170
AUSMDU00010320.fa	639
AUSMDU00010405.fa	338
AUSMDU00010462.fa	120
AUSMDU00010465.fa	639
AUSMDU00010474.fa	1321
AUSMDU00010576.fa	161
AUSMDU00010577.fa	336
AUSMDU00010578.fa	161
AUSMDU00010589.fa	12
AUSMDU00010590.fa	42
AUSMDU00010591.fa	161
AUSMDU00010592.fa	2923
AUSMDU00010593.fa	360
AUSMDU00010594.fa	46
AUSMDU00010595.fa	17
AUSMDU00010596.fa	496
AUSMDU00010599.fa	46
AUSMDU00010600.fa	80
AUSMDU00010601.fa	161
AUSMDU00010606.fa	361
AUSMDU00010638.fa	20
AUSMDU00010639.fa	39
AUSMDU00010641.fa	46
AUSMDU00010642.fa	153
AUSMDU00010643.fa	293
AUSMDU00010644.fa	UC
AUSMDU00010645.fa	UC
AUSMDU00010646.fa	27
AUSMDU00010648.fa	1447
AUSMDU00010649.fa	80
AUSMDU00010651.fa	360
AUSMDU00010652.fa	210
AUSMDU00010654.fa	UC
AUSMDU00010655.fa	20
AUSMDU00010660.fa	719
AUSMDU00010661.fa	UC
AUSMDU00010662.fa	633
AUSMDU00010673.fa	UC
AUSMDU00010674.fa	161
AUSMDU00010682.fa	UC
AUSMDU00010728.fa	UC
AUSMDU00010747.fa	UC
AUSMDU00010771.fa	UC
AUSMDU00010772.fa	UC
AUSMDU00010773.fa	50
AUSMDU00010774.fa	39
AUSMDU00010776.fa	360
AUSMDU00010777.fa	364
AUSMDU00010783.fa	46
AUSMDU00010788.fa	45
AUSMDU00010789.fa	UC
AUSMDU00010797.fa	49
AUSMDU00010798.fa	170
AUSMDU00010800.fa	556
AUSMDU00010801.fa	157
AUSMDU00010803.fa	UC
AUSMDU00010809.fa	46
AUSMDU00010811.fa	46
AUSMDU00010812.fa	UC
AUSMDU00010813.fa	UC
AUSMDU00010814.fa	1447
AUSMDU00010815.fa	UC
AUSMDU00010817.fa	157
AUSMDU00010818.fa	39
AUSMDU00010820.fa	UC
AUSMDU00010825.fa	353
AUSMDU00010930.fa	281
AUSMDU00010931.fa	1442
AUSMDU00010932.fa	364
AUSMDU00010933.fa	353
AUSMDU00010934.fa	1442
AUSMDU00010935.fa	81
AUSMDU00011126.fa	UC
AUSMDU00011129.fa	601
AUSMDU00011173.fa	257
AUSMDU00011213.fa	46
AUSMDU00011304.fa	556
AUSMDU00011305.fa	17
AUSMDU00011307.fa	633
AUSMDU00011308.fa	46
AUSMDU00011310.fa	80
AUSMDU00011316.fa	46
AUSMDU00011324.fa	UC
AUSMDU00011325.fa	UC
AUSMDU00011328.fa	394
AUSMDU00011339.fa	UC
AUSMDU00011341.fa	UC
AUSMDU00011353.fa	UC
AUSMDU00011355.fa	96
AUSMDU00011358.fa	UC
AUSMDU00011364.fa	UC
AUSMDU00011366.fa	161
AUSMDU00011368.fa	41
AUSMDU00011370.fa	328
AUSMDU00011372.fa	120
AUSMDU00011378.fa	46
AUSMDU00011379.fa	1443
AUSMDU00011380.fa	46
AUSMDU00011487.fa	UC
AUSMDU00011686.fa	360
AUSMDU00011687.fa	144
AUSMDU00011688.fa	153
AUSMDU00011689.fa	148
AUSMDU00011690.fa	UC
AUSMDU00011694.fa	153
AUSMDU00011700.fa	46
AUSMDU00011706.fa	20
AUSMDU00011708.fa	360
AUSMDU00011712.fa	80
AUSMDU00011713.fa	265
AUSMDU00011714.fa	216
AUSMDU00011715.fa	989
AUSMDU00011816.fa	569
AUSMDU00011817.fa	39
AUSMDU00011818.fa	213
AUSMDU00011819.fa	12
AUSMDU00011824.fa	46
AUSMDU00011825.fa	210
AUSMDU00011848.fa	98
AUSMDU00011862.fa	148
AUSMDU00011864.fa	2433
AUSMDU00011867.fa	46
AUSMDU00011872.fa	570
AUSMDU00011873.fa	360
AUSMDU00011875.fa	519
AUSMDU00011876.fa	12
AUSMDU00011881.fa	55
AUSMDU00011888.fa	490
AUSMDU00011889.fa	46
AUSMDU00011890.fa	45
AUSMDU00012228.fa	17
AUSMDU00012229.fa	46
AUSMDU00012230.fa	46
AUSMDU00012375.fa	17
AUSMDU00012376.fa	UC
AUSMDU00012377.fa	46
AUSMDU00012378.fa	213
AUSMDU00012379.fa	81
AUSMDU00012508.fa	73
AUSMDU00012528.fa	UC
AUSMDU00012722.fa	178
AUSMDU00012724.fa	176
AUSMDU00012782.fa	UC
AUSMDU00012787.fa	289
AUSMDU00013103.fa	717
AUSMDU00013140.fa	178
AUSMDU00013142.fa	529
AUSMDU00013443.fa	46
AUSMDU00013444.fa	531
AUSMDU00013445.fa	17
AUSMDU00013446.fa	112
AUSMDU00013447.fa	158
AUSMDU00013459.fa	111
AUSMDU00013460.fa	UC
AUSMDU00013694.fa	UC
AUSMDU00013702.fa	UC
AUSMDU00013731.fa	368
AUSMDU00013816.fa	78
AUSMDU00013844.fa	1190
AUSMDU00013946.fa	46
AUSMDU00013972.fa	UC
AUSMDU00014007.fa	UC
AUSMDU00014016.fa	611
AUSMDU00014023.fa	180
AUSMDU00014041.fa	UC
AUSMDU00014188.fa	UC
AUSMDU00014193.fa	UC
AUSMDU00014198.fa	UC
AUSMDU00014267.fa	UC
AUSMDU00014278.fa	UC
AUSMDU00014291.fa	UC
AUSMDU00014292.fa	61
AUSMDU00014294.fa	330
AUSMDU00014314.fa	UC
AUSMDU00014326.fa	UC
AUSMDU00014327.fa	2259
AUSMDU00014331.fa	UC
AUSMDU00014337.fa	UC
AUSMDU00014346.fa	UC
AUSMDU00014347.fa	67
AUSMDU00014355.fa	87
AUSMDU00014359.fa	UC
AUSMDU00014364.fa	UC
AUSMDU00014365.fa	UC
AUSMDU00014366.fa	UC
AUSMDU00014367.fa	UC
AUSMDU00014368.fa	87
AUSMDU00014369.fa	UC
AUSMDU00014370.fa	2259
AUSMDU00014371.fa	UC
AUSMDU00014372.fa	330
AUSMDU00014388.fa	87
AUSMDU00014389.fa	UC
AUSMDU00014390.fa	UC
AUSMDU00014582.fa	62
AUSMDU00014655.fa	UC
AUSMDU00014656.fa	UC
AUSMDU00014720.fa	161
AUSMDU00014721.fa	UC
AUSMDU00014722.fa	639
AUSMDU00014854.fa	161
AUSMDU00014862.fa	46
AUSMDU00014864.fa	360
AUSMDU00014865.fa	46
AUSMDU00014866.fa	46
AUSMDU00014867.fa	267
AUSMDU00015254.fa	336
AUSMDU00015255.fa	UC
AUSMDU00015262.fa	4
AUSMDU00015264.fa	UC
AUSMDU00015265.fa	UC
AUSMDU00015266.fa	120
AUSMDU00015271.fa	161
AUSMDU00015282.fa	UC
AUSMDU00015328.fa	227
AUSMDU00015543.fa	UC
AUSMDU00015544.fa	46
AUSMDU00015550.fa	632
AUSMDU00015553.fa	289
AUSMDU00015554.fa	46
AUSMDU00015555.fa	UC
AUSMDU00015558.fa	565
AUSMDU00015560.fa	96
AUSMDU00015561.fa	39
AUSMDU00015562.fa	UC
AUSMDU00015563.fa	12
AUSMDU00015564.fa	UC
AUSMDU00015570.fa	UC
AUSMDU00015575.fa	12
AUSMDU00015576.fa	UC
AUSMDU00015577.fa	12
AUSMDU00015580.fa	UC
AUSMDU00015583.fa	225
AUSMDU00015584.fa	UC
AUSMDU00015588.fa	144
AUSMDU00015594.fa	80
AUSMDU00015596.fa	556
AUSMDU00015597.fa	157
AUSMDU00015598.fa	46
AUSMDU00015599.fa	1443
AUSMDU00015601.fa	46
AUSMDU00015602.fa	UC
AUSMDU00015603.fa	38
AUSMDU00015604.fa	UC
AUSMDU00015606.fa	UC
AUSMDU00015607.fa	519
AUSMDU00015611.fa	20
AUSMDU00015612.fa	UC
AUSMDU00015622.fa	UC
AUSMDU00015623.fa	4
AUSMDU00015626.fa	614
AUSMDU00015628.fa	12
AUSMDU00015631.fa	338
AUSMDU00015662.fa	12
AUSMDU00015666.fa	UC
AUSMDU00015668.fa	92
AUSMDU00015672.fa	72
AUSMDU00015673.fa	564
AUSMDU00015676.fa	UC
AUSMDU00015680.fa	1101
AUSMDU00015681.fa	17
AUSMDU00015684.fa	12
AUSMDU00015685.fa	UC
AUSMDU00015686.fa	UC
AUSMDU00015689.fa	80
AUSMDU00015690.fa	45
AUSMDU00015697.fa	624
AUSMDU00015698.fa	360
AUSMDU00015701.fa	144
AUSMDU00015702.fa	UC
AUSMDU00015705.fa	UC
AUSMDU00015708.fa	UC
AUSMDU00015715.fa	UC
AUSMDU00015716.fa	98
AUSMDU00015718.fa	704
AUSMDU00015748.fa	632
AUSMDU00015749.fa	161
AUSMDU00015750.fa	UC
AUSMDU00015752.fa	614
AUSMDU00015756.fa	46
AUSMDU00015757.fa	137
AUSMDU00015759.fa	468
AUSMDU00015760.fa	210
AUSMDU00015762.fa	UC
AUSMDU00015763.fa	267
AUSMDU00015764.fa	161
AUSMDU00015765.fa	596
AUSMDU00015770.fa	UC
AUSMDU00015771.fa	468
AUSMDU00015786.fa	UC
AUSMDU00015790.fa	UC
AUSMDU00015792.fa	46
AUSMDU00015793.fa	353
AUSMDU00015798.fa	613
AUSMDU00015799.fa	UC
AUSMDU00015804.fa	UC
AUSMDU00015805.fa	2887
AUSMDU00015806.fa	38
AUSMDU00015807.fa	92
AUSMDU00015808.fa	46
AUSMDU00015809.fa	1223
AUSMDU00015811.fa	46
AUSMDU00015814.fa	UC
AUSMDU00015816.fa	607
AUSMDU00015818.fa	468
AUSMDU00015820.fa	353
AUSMDU00015825.fa	683
AUSMDU00015826.fa	46
AUSMDU00015828.fa	165
AUSMDU00015829.fa	UC
AUSMDU00015833.fa	216
AUSMDU00015846.fa	46
AUSMDU00015847.fa	565
AUSMDU00015849.fa	353
AUSMDU00015851.fa	614
AUSMDU00015927.fa	499
AUSMDU00015996.fa	81
AUSMDU00015998.fa	46
AUSMDU00015999.fa	148
AUSMDU00016000.fa	677
AUSMDU00016001.fa	UC
AUSMDU00016002.fa	144
AUSMDU00016005.fa	UC
AUSMDU00016011.fa	UC
AUSMDU00016014.fa	148
AUSMDU00016015.fa	659
AUSMDU00016018.fa	UC
AUSMDU00016021.fa	602
AUSMDU00016141.fa	46
AUSMDU00016142.fa	16
AUSMDU00016143.fa	UC
AUSMDU00016144.fa	144
AUSMDU00016148.fa	17
AUSMDU00016151.fa	12
AUSMDU00016152.fa	20
AUSMDU00016156.fa	45
AUSMDU00016157.fa	1443
AUSMDU00016158.fa	346
AUSMDU00016159.fa	556
AUSMDU00016160.fa	1443
AUSMDU00016161.fa	20
AUSMDU00016163.fa	360
AUSMDU00016166.fa	45
AUSMDU00016167.fa	17
AUSMDU00016169.fa	46
AUSMDU00016170.fa	2203
AUSMDU00016174.fa	446
AUSMDU00016175.fa	1223
AUSMDU00016177.fa	1442
AUSMDU00016184.fa	99
AUSMDU00016265.fa	38
AUSMDU00016279.fa	12
AUSMDU00016280.fa	20
AUSMDU00016281.fa	46
AUSMDU00016282.fa	UC
AUSMDU00016283.fa	UC
AUSMDU00016284.fa	210
AUSMDU00016342.fa	UC
AUSMDU00016374.fa	UC
AUSMDU00016427.fa	2203
AUSMDU00016433.fa	565
AUSMDU00016434.fa	137
AUSMDU00016435.fa	365
AUSMDU00016438.fa	46
AUSMDU00016439.fa	46
AUSMDU00016440.fa	569
AUSMDU00016454.fa	UC
AUSMDU00016455.fa	353
AUSMDU00016509.fa	UC
AUSMDU00016510.fa	46
AUSMDU00016512.fa	46
AUSMDU00016513.fa	20
AUSMDU00016516.fa	46
AUSMDU00016531.fa	UC
AUSMDU00016532.fa	UC
AUSMDU00016533.fa	216
AUSMDU00016534.fa	225
AUSMDU00016535.fa	UC
AUSMDU00016537.fa	UC
AUSMDU00016634.fa	46
AUSMDU00016635.fa	72
AUSMDU00016636.fa	148
AUSMDU00016859.fa	337
AUSMDU00016863.fa	UC
AUSMDU00016897.fa	629
AUSMDU00016899.fa	UC
AUSMDU00016901.fa	206
AUSMDU00016920.fa	210
AUSMDU00016921.fa	731
AUSMDU00016922.fa	46
AUSMDU00016924.fa	17
AUSMDU00016934.fa	UC
AUSMDU00016952.fa	531
AUSMDU00017095.fa	144
AUSMDU00017096.fa	40
AUSMDU00017097.fa	UC
AUSMDU00017100.fa	570
AUSMDU00017101.fa	46
AUSMDU00017104.fa	UC
AUSMDU00017106.fa	360
AUSMDU00017113.fa	UC
AUSMDU00017115.fa	UC
AUSMDU00017118.fa	UC
AUSMDU00017120.fa	78
AUSMDU00017137.fa	468
AUSMDU00017139.fa	46
AUSMDU00017140.fa	20
AUSMDU00017142.fa	46
AUSMDU00017146.fa	360
AUSMDU00017147.fa	42
AUSMDU00017148.fa	361
AUSMDU00017152.fa	713
AUSMDU00017155.fa	204
AUSMDU00017234.fa	UC
AUSMDU00017244.fa	629
AUSMDU00017248.fa	UC
AUSMDU00017249.fa	206
AUSMDU00017250.fa	361
AUSMDU00017264.fa	20
AUSMDU00017266.fa	24
AUSMDU00017268.fa	17
AUSMDU00017269.fa	81
AUSMDU00017270.fa	UC
AUSMDU00017421.fa	UC
AUSMDU00017422.fa	126
AUSMDU00017424.fa	17
AUSMDU00017425.fa	46
AUSMDU00017426.fa	607
AUSMDU00017427.fa	46
AUSMDU00017428.fa	UC
AUSMDU00017429.fa	161
AUSMDU00017430.fa	46
AUSMDU00017442.fa	544
AUSMDU00017554.fa	UC
AUSMDU00017568.fa	UC
AUSMDU00017589.fa	1
AUSMDU00017590.fa	54
AUSMDU00017685.fa	UC
AUSMDU00017708.fa	UC
AUSMDU00017735.fa	UC
AUSMDU00017737.fa	17
AUSMDU00017744.fa	UC
AUSMDU00017749.fa	UC
AUSMDU00017774.fa	360
AUSMDU00017775.fa	UC
AUSMDU00017776.fa	531
AUSMDU00017840.fa	80
AUSMDU00017844.fa	161
AUSMDU00017911.fa	39
AUSMDU00017959.fa	46
AUSMDU00017961.fa	328
AUSMDU00017962.fa	46
AUSMDU00018168.fa	1475
AUSMDU00018198.fa	864
AUSMDU00018199.fa	UC
AUSMDU00018213.fa	UC
AUSMDU00018242.fa	659
AUSMDU00018285.fa	46
AUSMDU00018291.fa	75
AUSMDU00018364.fa	20
AUSMDU00018477.fa	46
AUSMDU00018481.fa	12
AUSMDU00018538.fa	UC
AUSMDU00018542.fa	120
AUSMDU00018644.fa	UC
AUSMDU00018645.fa	731
AUSMDU00018662.fa	UC
AUSMDU00018796.fa	527
AUSMDU00018798.fa	153
AUSMDU00018818.fa	17
AUSMDU00018819.fa	46
AUSMDU00018820.fa	29
AUSMDU00018821.fa	731
AUSMDU00018822.fa	360
AUSMDU00018823.fa	368
AUSMDU00018824.fa	UC
AUSMDU00018863.fa	1443
AUSMDU00018865.fa	17
AUSMDU00018869.fa	496
AUSMDU00018949.fa	652
AUSMDU00019050.fa	UC
AUSMDU00019173.fa	185
AUSMDU00019175.fa	46
AUSMDU00019176.fa	UC
AUSMDU00019193.fa	81
AUSMDU00019215.fa	80
AUSMDU00019216.fa	UC
AUSMDU00019217.fa	161
AUSMDU00019218.fa	153
AUSMDU00019219.fa	144
AUSMDU00019226.fa	12
AUSMDU00019227.fa	1443
AUSMDU00019228.fa	365
AUSMDU00019229.fa	257
AUSMDU00019230.fa	80
AUSMDU00019231.fa	26
AUSMDU00019234.fa	20
AUSMDU00019235.fa	161
AUSMDU00019236.fa	80
AUSMDU00019240.fa	146
AUSMDU00019241.fa	468
AUSMDU00019266.fa	38
AUSMDU00019302.fa	80
AUSMDU00019304.fa	610
AUSMDU00019307.fa	629
AUSMDU00019308.fa	46
AUSMDU00019309.fa	UC
AUSMDU00019316.fa	730
AUSMDU00019317.fa	UC
AUSMDU00019319.fa	20
AUSMDU00019323.fa	UC
AUSMDU00019324.fa	UC
AUSMDU00019325.fa	UC
AUSMDU00019331.fa	UC
AUSMDU00019332.fa	281
AUSMDU00019334.fa	29
AUSMDU00019336.fa	632
AUSMDU00019337.fa	72
AUSMDU00019339.fa	361
AUSMDU00019345.fa	161
AUSMDU00019347.fa	59
AUSMDU00019350.fa	80
AUSMDU00019351.fa	1443
AUSMDU00019353.fa	80
AUSMDU00019354.fa	80
AUSMDU00019357.fa	46
AUSMDU00019362.fa	UC
AUSMDU00019364.fa	80
AUSMDU00019365.fa	UC
AUSMDU00019366.fa	2887
AUSMDU00019367.fa	12
AUSMDU00019369.fa	UC
AUSMDU00019370.fa	46
AUSMDU00019371.fa	500
AUSMDU00019445.fa	28
AUSMDU00019500.fa	120
AUSMDU00019501.fa	683
AUSMDU00019503.fa	UC
AUSMDU00019504.fa	UC
AUSMDU00019560.fa	74
AUSMDU00019675.fa	UC
AUSMDU00019677.fa	UC
AUSMDU00019678.fa	1357
AUSMDU00019680.fa	39
AUSMDU00019681.fa	353
AUSMDU00019683.fa	39
AUSMDU00019684.fa	46
AUSMDU00019690.fa	216
AUSMDU00019713.fa	UC
AUSMDU00019749.fa	45
AUSMDU00019767.fa	12
AUSMDU00019837.fa	15
AUSMDU00019838.fa	17
AUSMDU00019839.fa	UC
AUSMDU00019857.fa	1190
AUSMDU00019868.fa	119
AUSMDU00019916.fa	UC
AUSMDU00019926.fa	UC
AUSMDU00019928.fa	UC
AUSMDU00019929.fa	17
AUSMDU00019931.fa	12
AUSMDU00019934.fa	267
AUSMDU00019967.fa	206
AUSMDU00019968.fa	185
AUSMDU00019970.fa	UC
AUSMDU00019972.fa	46
AUSMDU00019979.fa	UC
AUSMDU00019980.fa	UC
AUSMDU00020024.fa	80
AUSMDU00020025.fa	29
AUSMDU00020026.fa	17
AUSMDU00020027.fa	144
AUSMDU00020037.fa	UC
AUSMDU00020038.fa	UC
AUSMDU00020088.fa	UC
AUSMDU00020089.fa	46
AUSMDU00020090.fa	346
AUSMDU00020091.fa	46
AUSMDU00020094.fa	531
AUSMDU00020152.fa	UC
AUSMDU00020172.fa	UC
AUSMDU00020184.fa	UC
AUSMDU00020275.fa	UC
AUSMDU00020276.fa	UC
AUSMDU00020278.fa	46
AUSMDU00020281.fa	UC
AUSMDU00020284.fa	352
AUSMDU00020287.fa	UC
AUSMDU00020288.fa	UC
AUSMDU00020291.fa	UC
AUSMDU00020292.fa	22
AUSMDU00020294.fa	1445
AUSMDU00020295.fa	UC
AUSMDU00020296.fa	2203
AUSMDU00020300.fa	12
AUSMDU00020302.fa	46
AUSMDU00020304.fa	148
AUSMDU00020305.fa	629
AUSMDU00020384.fa	712
AUSMDU00020385.fa	531
AUSMDU00020386.fa	353
AUSMDU00020389.fa	UC
AUSMDU00020390.fa	46
AUSMDU00020449.fa	UC
AUSMDU00020477.fa	17
AUSMDU00020483.fa	UC
AUSMDU00020484.fa	289
AUSMDU00020492.fa	UC
AUSMDU00020498.fa	UC
AUSMDU00020499.fa	22
AUSMDU00020588.fa	116
AUSMDU00020619.fa	117
AUSMDU00021046.fa	144
AUSMDU00021054.fa	17
AUSMDU00021086.fa	292
AUSMDU00021200.fa	630
AUSMDU00021201.fa	17
AUSMDU00021202.fa	602
AUSMDU00021203.fa	UC
AUSMDU00021208.fa	16
AUSMDU00021209.fa	UC
AUSMDU00021229.fa	62
AUSMDU00021241.fa	120
AUSMDU00021243.fa	UC
AUSMDU00021244.fa	UC
AUSMDU00021246.fa	46
AUSMDU00021249.fa	104
AUSMDU00021251.fa	629
AUSMDU00021360.fa	730
AUSMDU00021413.fa	198
AUSMDU00021417.fa	UC
AUSMDU00021457.fa	364
AUSMDU00021458.fa	39
AUSMDU00021459.fa	39
AUSMDU00021465.fa	189
AUSMDU00021615.fa	UC
AUSMDU00021633.fa	UC
AUSMDU00021634.fa	39
AUSMDU00021636.fa	80
AUSMDU00021638.fa	UC
AUSMDU00021639.fa	1442
AUSMDU00021640.fa	570
AUSMDU00021642.fa	500
AUSMDU00021645.fa	UC
AUSMDU00021652.fa	UC
AUSMDU00021658.fa	UC
AUSMDU00021660.fa	46
AUSMDU00021665.fa	UC
AUSMDU00021666.fa	12
AUSMDU00021667.fa	382
AUSMDU00021673.fa	UC
AUSMDU00021674.fa	12
AUSMDU00021676.fa	UC
AUSMDU00021677.fa	UC
AUSMDU00021682.fa	683
AUSMDU00021683.fa	UC
AUSMDU00021684.fa	337
AUSMDU00021866.fa	UC
AUSMDU00021867.fa	UC
AUSMDU00021890.fa	80
AUSMDU00021893.fa	587
AUSMDU00021896.fa	UC
AUSMDU00022080.fa	UC
AUSMDU00022081.fa	45
AUSMDU00022084.fa	UC
AUSMDU00022105.fa	UC
AUSMDU00022143.fa	5
AUSMDU00022272.fa	189
AUSMDU00022280.fa	190
AUSMDU00022360.fa	UC
AUSMDU00022362.fa	134
AUSMDU00022383.fa	180
AUSMDU00022385.fa	210
AUSMDU00022386.fa	144
AUSMDU00022389.fa	45
AUSMDU00022392.fa	624
AUSMDU00022398.fa	146
AUSMDU00022400.fa	216
AUSMDU00022403.fa	1443
AUSMDU00022404.fa	12
AUSMDU00022405.fa	46
AUSMDU00022542.fa	148
AUSMDU00022543.fa	38
AUSMDU00022544.fa	360
AUSMDU00022545.fa	46
AUSMDU00022546.fa	12
AUSMDU00022547.fa	458
AUSMDU00022551.fa	46
AUSMDU00022552.fa	730
AUSMDU00022555.fa	UC
AUSMDU00022556.fa	46
AUSMDU00022557.fa	165
AUSMDU00022558.fa	46
AUSMDU00022561.fa	632
AUSMDU00022562.fa	12
AUSMDU00022563.fa	144
AUSMDU00022564.fa	UC
AUSMDU00022565.fa	UC
AUSMDU00022566.fa	46
AUSMDU00022568.fa	223
AUSMDU00022587.fa	683
AUSMDU00022676.fa	UC
AUSMDU00022679.fa	46
AUSMDU00022680.fa	38
AUSMDU00022682.fa	165
AUSMDU00022683.fa	78
AUSMDU00022714.fa	UC
AUSMDU00022724.fa	UC
AUSMDU00022779.fa	33
AUSMDU00022783.fa	39
AUSMDU00022804.fa	141
AUSMDU00022919.fa	40
AUSMDU00022928.fa	UC
AUSMDU00022937.fa	86
AUSMDU00022949.fa	17
AUSMDU00022963.fa	UC
AUSMDU00022964.fa	393
AUSMDU00022966.fa	UC
AUSMDU00022967.fa	39
AUSMDU00022969.fa	565
AUSMDU00022970.fa	49
AUSMDU00023057.fa	UC
AUSMDU00023159.fa	39
AUSMDU00023160.fa	UC
AUSMDU00023161.fa	137
AUSMDU00023162.fa	161
AUSMDU00023207.fa	46
AUSMDU00023209.fa	189
AUSMDU00023211.fa	UC
AUSMDU00023212.fa	46
AUSMDU00023215.fa	UC
AUSMDU00023219.fa	80
AUSMDU00023220.fa	12
AUSMDU00023223.fa	UC
AUSMDU00023226.fa	39
AUSMDU00023228.fa	46
AUSMDU00023314.fa	UC
AUSMDU00023316.fa	46
AUSMDU00023328.fa	614
AUSMDU00023404.fa	798
AUSMDU00023510.fa	UC
AUSMDU00023634.fa	17
AUSMDU00023713.fa	UC
AUSMDU00024021.fa	UC
AUSMDU00024067.fa	UC
AUSMDU00024068.fa	UC
AUSMDU00024071.fa	UC
AUSMDU00024109.fa	UC
AUSMDU00024355.fa	UC
AUSMDU00024356.fa	284
AUSMDU00024424.fa	UC
AUSMDU00024526.fa	UC
AUSMDU00024536.fa	652
AUSMDU00024594.fa	111
AUSMDU00024679.fa	90
AUSMDU00024937.fa	111
AUSMDU00024951.fa	537
AUSMDU00024980.fa	46
AUSMDU00024998.fa	349
AUSMDU00025031.fa	UC
AUSMDU00025451.fa	41
AUSMDU00025479.fa	98
AUSMDU00025499.fa	UC
AUSMDU00025586.fa	302
AUSMDU00025599.fa	UC
AUSMDU00025750.fa	989
AUSMDU00026065.fa	544
AUSMDU00026288.fa	UC
AUSMDU00026399.fa	241
AUSMDU00026533.fa	12
AUSMDU00026534.fa	161
AUSMDU00026545.fa	UC
AUSMDU00026849.fa	UC
AUSMDU00026851.fa	UC
AUSMDU00026853.fa	UC
AUSMDU00026855.fa	639
AUSMDU00026861.fa	UC
AUSMDU00026868.fa	UC
AUSMDU00026872.fa	44
AUSMDU00026873.fa	639
AUSMDU00026875.fa	1279
AUSMDU00026877.fa	UC
AUSMDU00026879.fa	211
AUSMDU00026889.fa	176
AUSMDU00026895.fa	24
AUSMDU00026899.fa	UC
AUSMDU00026900.fa	1
AUSMDU00026903.fa	UC
AUSMDU00026908.fa	UC
