Sample name	ST (Pending novel allocation)	Source Niche	Source Type	Intestinal_or_Extraintestinal	Collection	State	Biosample (Pending allocations)	IncF RST
TEA_B1899	10	Livestock	Avian	Intestinal	TEA	NSW	NA	F-:A-:B-
AUSMDU00039105	10	Human	Human	Intestinal	MDU	VIC	NA	F95:A-:B-
AUSMDU00034346	10	Human	Human	Intestinal	MDU	VIC	NA	F98:A-:B65
TEA_8_2_Ti16_redo	10	Human	Human	Intestinal	TEA	ACT	NA	F98:A-:B65
AUSMDU00008373	10	Human	Human	Intestinal	MDU	VIC	NA	F98!/F4!:A-:B-
SRR4067494	10	Human	Human	Intestinal	Enterobase	NSW	SAMN05567330	F10/C4*:A-:B65
SRR4067467	10	Human	Human	Intestinal	Enterobase	NSW	SAMN05567325	F10/C4*:A-:B65
TEA_H287	10	Human	Human	Intestinal	TEA	ACT	NA	F98!/F95!:A-:B65
AusGEM_01999	10	Human	Human	Extraintestinal	AusGEM	NSW	NA	F98!/F2!:A-:B65
AUSMDU00034381	3877	Human	Human	Intestinal	MDU	VIC	NA	F98!/F2!:A-:B65
AUSMDU00046205	10	Human	Human	Extraintestinal	MDU	VIC	NA	F10:A-:B65
AUSMDU00030690	1286	Human	Human	Intestinal	MDU	VIC	NA	F98:A-:B65
AUSMDU00040860	10	Human	Human	Intestinal	MDU	VIC	NA	F95:A-:B65
AUSMDU00039055	10	Human	Human	Intestinal	MDU	VIC	NA	F10:A-:B65
TEA_65_2_AC1	10	Human	Human	Intestinal	TEA	ACT	NA	F-:A-:B65
ERR5355964	10	Human	Human	Unknown	Enterobase	NA	SAMEA8101276	F98!/F95!:A-:B65
ERR5355875	10	Human	Human	Unknown	Enterobase	NA	SAMEA8101187	F98:A-:B-
TEA_H668	10	Human	Human	Intestinal	TEA	ACT	NA	F98:A-:B65
AusGEM_01339	10	Human	Human	Extraintestinal	AusGEM	NSW	NA	F98:A-:B65
TEA_H521	10	Human	Human	Intestinal	TEA	ACT	NA	F98:A-:B65
TEA_H738	6491	Human	Human	Intestinal	TEA	ACT	NA	F98:A-:B65
SRR5936502	10	Human	Human	Extraintestinal	Enterobase	VIC	SAMN07510218	F95!/F29!:A-:B65
AUSMDU00034344	10	Human	Human	Extraintestinal	MDU	VIC	NA	F98:A-:B65
TEA_2H_157_1	10	Human	Human	Intestinal	TEA	ACT	NA	F98!/F2!:A-:B-
AusGEM_01403	10	Human	Human	Extraintestinal	AusGEM	NSW	NA	F98!/F95!:A-:B65
AusGEM_01297	10	Human	Human	Extraintestinal	AusGEM	NSW	NA	F98!/F95!:A-:B65
AUSMDU00007867	10	Human	Human	Unknown	MDU	VIC	NA	F98!/F95!:A-:B65
TEA_H035	10	Human	Human	Extraintestinal	TEA	ACT	NA	F98!/F51!:A-:B65
AusGEM_01325	10	Human	Human	Extraintestinal	AusGEM	NSW	NA	F98:A-:B-
AUSMDU00015602	10	Human	Human	Intestinal	MDU	VIC	NA	F98:A-:B-
TEA_2H_319_6	10	Human	Human	Intestinal	TEA	ACT	NA	F-:A-:B-
TEA_H758	10	Human	Human	Intestinal	TEA	ACT	NA	F98!/F2!/F104!:A-:B65
AUSMDU00011339	10	Human	Human	Extraintestinal	MDU	VIC	NA	F98!/F2!/K2:A-:B65
AusGEM_01233	10	Human	Human	Extraintestinal	AusGEM	NSW	NA	F98:A-:B65
SRR7724660	10	Wild Animal	Avian	Unknown	Enterobase	VIC	SAMN09866928	F2/C4*:A-:B65
AUSMDU00060073	10	Human	Human	Extraintestinal	MDU	VIC	NA	F98!/F95!/F73!:A-:B65
AusGEM_02010	9762	Human	Human	Extraintestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_00821	10	Human	Human	Extraintestinal	AusGEM	NSW	NA	F2!/F16!:A-:B-
SRR12123270	10	Human	Human	Extraintestinal	Enterobase	NA	SAMN15402835	F-:A-:B-
TEA_2H_228_15	10	Human	Human	Intestinal	TEA	ACT	NA	F4:A1:B1
AUSMDU00044749	7368	Human	Human	Intestinal	MDU	VIC	NA	F4:A-:B10
AUSMDU00039407	7368	Human	Human	Intestinal	MDU	VIC	NA	F4:A-:B10
TEA_2H_277_1	10	Human	Human	Intestinal	TEA	ACT	NA	F-:A-:B65
AusGEM_01872	^^86	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
TEA_C1_10	10	Food	Poultry Meat	Other	TEA	ACT	NA	F-:A-:B-
AUSMDU00070165	10	Human	Human	Intestinal	MDU	VIC	NA	F100:A-:B78*
TEA_A4_50	10	Food	Poultry Meat	Other	TEA	ACT	NA	F86*:A-:B-
TEA_A3_23	10	Food	Poultry Meat	Other	TEA	ACT	NA	F86*:A-:B-
TEA_A3_67	10	Food	Poultry Meat	Other	TEA	ACT	NA	F86*:A-:B-
TEA_B1937	10	Livestock	Avian	Intestinal	TEA	NSW	NA	F25*:A6:B42*
AusGEM_01265	10	Human	Human	Extraintestinal	AusGEM	NSW	NA	F34:A6:B42*
AusGEM_00893	10	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F111*:A-:B56*
AUSMDU00059402	10	Human	Human	Intestinal	MDU	VIC	NA	F24:A-:B1
AusGEM_00080	10	Livestock	Avian	Extraintestinal	AusGEM	NSW	NA	F24:A-:B1
TEA_E7185	10	Environmental	Water	Other	TEA	QLD	NA	F-:A-:B-
TEA_E5356	10	Environmental	Water	Other	TEA	QLD	NA	F-:A-:B-
AusGEM_00972	10	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_00933	10	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AUSMDU00021665	10	Human	Human	Intestinal	MDU	VIC	NA	F-:A-:B53
AUSMDU00034620	10	Human	Human	Intestinal	MDU	VIC	NA	F-:A-:B-
AusGEM_00934	10	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F5:A-:B-
AusGEM_00905	10	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F5!/F2!:A-:B-
AusGEM_00913	10	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F56!/F5!:A-:B20
AUSMDU00026875	227	Human	Human	Intestinal	MDU	VIC	NA	F-:A-:B-
AUSMDU00009216	227	Human	Human	Intestinal	MDU	VIC	NA	F2:A-:B-
TEA_2099_2_1	227	Environmental	Water	Other	TEA	WA	NA	F-:A1:B1*
TEA_H562	227	Human	Human	Extraintestinal	TEA	ACT	NA	F-:A-:B-
ERR5355837	227	Human	Human	Unknown	Enterobase	NA	SAMEA8101149	F34/C4:A5:B1
TEA_H645	227	Human	Human	Extraintestinal	TEA	ACT	NA	F-:A-:B-
AusGEM_00397	227	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00399	227	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AUSMDU00036800	227	Human	Human	Intestinal	MDU	VIC	NA	F10:A-:B-
TEA_2099_1_1	227	Environmental	Water	Other	TEA	WA	NA	F34:A-:B23
AusGEM_01023	34	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F46:A-:B1
AusGEM_00997	34	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F46:A-:B1
SRR8767520	34	Human	Human	Unknown	Enterobase	QLD	SAMN11230981	F92!/F56!:A-:B20
SRR4067486	34	Human	Human	Intestinal	Enterobase	NSW	SAMN05567328	F1:A-:B33
AusGEM_01109	1328	Human	Human	Extraintestinal	AusGEM	NSW	NA	F64*:A-:B-
SRR11094188	^^51	Human	Human	Extraintestinal	Enterobase	QLD	SAMN14118507	F2:A-:B-
AUSMDU00034372	227	Human	Human	Intestinal	MDU	VIC	NA	F8:A-:B-
AusGEM_00998	34	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F55:A-:B1
AusGEM_00968	34	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F4?/C4?*:A-:B1
TEA_E8811	6933	Environmental	Water	Other	TEA	NSW	NA	F-:A-:B-
SRR4067481	10	Human	Human	Intestinal	Enterobase	NSW	SAMN05567326	F95:A-:B1
AusGEM_01126	10	Human	Human	Extraintestinal	AusGEM	NSW	NA	F95!/F2!:A-:B-
TEA_H625	5331	Human	Human	Intestinal	TEA	ACT	NA	F95:A-:B-
TEA_H495	697	Human	Human	Intestinal	TEA	ACT	NA	F-:A-:B64
TEA_H492	697	Human	Human	Intestinal	TEA	ACT	NA	F-:A-:B64
TEA_2H_255_4	^^2	Human	Human	Intestinal	TEA	ACT	NA	F2:A-:B-
SRR4067432	10	Human	Human	Intestinal	Enterobase	NSW	SAMN05567336	F-:A-:B64
SRR4067489	10	Human	Human	Intestinal	Enterobase	NSW	SAMN05567331	F-:A-:B64
AusGEM_00873	1721	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F35:A-:B-
AusGEM_00892	3531	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F46!/F34!:A-:B24
AusGEM_00891	3531	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F46!/F34!:A-:B24
TEA_A3_61	10	Food	Poultry Meat	Other	TEA	ACT	NA	F40:A-:B1
AusGEM_01026	10	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F-:A18*:B-
AusGEM_00987	10	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F-:A18*:B-
TEA_E9661	10	Environmental	Water	Other	TEA	NSW	NA	F106*:A-:B-
TEA_TA144	10	Wild Animal	Mammal	Intestinal	TEA	NT	NA	F-:A-:B-
AusGEM_01465	10	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AUSMDU00070160	10	Human	Human	Intestinal	MDU	VIC	NA	F40*:A-:B-
AusGEM_00178	1286	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F33:A-:B40
TEA_E8600	2207	Environmental	Water	Other	TEA	QLD	NA	F-:A-:B-
TEA_C1_36	2207	Food	Poultry Meat	Other	TEA	ACT	NA	F24:A-:B40
SRR7724828	10	Wild Animal	Avian	Unknown	Enterobase	QLD	SAMN09866911	F2:A-:B10
AusGEM_01227	10	Human	Human	Extraintestinal	AusGEM	NSW	NA	F-:A-:B-
TEA_H447	10	Human	Human	Intestinal	TEA	ACT	NA	F-:A-:B-
AusGEM_00938	10	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F56:A-:B20
AUSMDU00026877	10	Human	Human	Unknown	MDU	VIC	NA	F-:A-:B-
TEA_B1893	6927	Livestock	Avian	Intestinal	TEA	NSW	NA	F-:A-:B-
AusGEM_00947	10	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F4:A-:B-
TEA_E5753	10	Environmental	Water	Other	TEA	NSW	NA	F34:A-:B1
SRR14160927	10	Livestock	Porcine	Unknown	Enterobase	NA	SAMN18643025	F87!/F4!/F34!:A-:B-
AusGEM_00896	10	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F43:A-:B-
AusGEM_00874	10	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F43:A-:B-
AusGEM_00879	10	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F67!/F43!:A6:B38
SRR14160936	10	Livestock	Porcine	Unknown	Enterobase	NA	SAMN18643017	F56:A-:B20
TEA_50_6_TCUA1	6174	Human	Human	Intestinal	TEA	ACT	NA	F-:A-:B-
TEA_C3_12	10	Food	Poultry Meat	Other	TEA	ACT	NA	F2:A1:B-
AusGEM_00969	2936	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AUSMDU00035516	6271	Human	Human	Intestinal	MDU	VIC	NA	F4:A-:B-
AUSMDU00032222	6271	Human	Human	Intestinal	MDU	VIC	NA	F53!/F2!:A-:B-
TEA_B1928	6733	Livestock	Avian	Intestinal	TEA	NSW	NA	F-:A-:B-
TEA_B1883	6733	Livestock	Avian	Intestinal	TEA	NSW	NA	F-:A-:B-
AUSMDU00006610	7022	Human	Human	Intestinal	MDU	VIC	NA	F36!/F31!:A1?:B68*
TEA_B1729	5625	Wild Animal	Avian	Intestinal	TEA	QLD	NA	F-:A-:B-
AUSMDU00008639	716	Human	Human	Intestinal	MDU	VIC	NA	F98*:A-:B66*
AusGEM_00951	8164	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AUSMDU00044049	7458	Human	Human	Intestinal	MDU	VIC	NA	F24:A-:B1
TEA_H451	206	Human	Human	Intestinal	TEA	ACT	NA	F-:A-:B-
TEA_B1814	^^7	Livestock	Avian	Intestinal	TEA	ACT	NA	F24:A-:B1
AusGEM_00928	77	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	C4:A5:B1
AusGEM_00923	77	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	C4:A5:B1
TEA_A2_2	206	Food	Poultry Meat	Other	TEA	ACT	NA	F-:A-:B-
AUSMDU00021645	6697	Human	Human	Intestinal	MDU	VIC	NA	F88!/F8!:A-:B-
TEA_C3_11	206	Food	Poultry Meat	Other	TEA	ACT	NA	F2:A1:B-
TEA_C3_10	206	Food	Poultry Meat	Other	TEA	ACT	NA	F2:A1:B-
TEA_A2_47	206	Food	Poultry Meat	Other	TEA	ACT	NA	F24:A-:B40
AusGEM_00875	206	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F46:A-:B49*
AusGEM_00852	206	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F46:A-:B49*
TEA_B1696	542	Wild Animal	Avian	Intestinal	TEA	ACT	NA	F4:A-:B1
SRR14160944	542	Livestock	Porcine	Unknown	Enterobase	NA	SAMN18643007	F16:A-:B-
AusGEM_00881	542	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F-:A-:B1
AusGEM_00871	542	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F-:A-:B1
AusGEM_00870	542	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F-:A-:B1
AusGEM_00902	542	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F56:A-:B20
SRR14160942	542	Livestock	Porcine	Unknown	Enterobase	NA	SAMN18643011	F56:A-:B-
SRR14160940	542	Livestock	Porcine	Unknown	Enterobase	NA	SAMN18643013	F56:A-:B-
AusGEM_01679	542	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F100:A-:B-
SRR14160900	542	Livestock	Porcine	Unknown	Enterobase	NA	SAMN18642943	F-:A-:B-
AusGEM_00941	542	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_00940	542	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_00942	542	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_00853	542	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_00856	542	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F-:A-:B-
TEA_B1751	4429	Wild Animal	Avian	Intestinal	TEA	QLD	NA	F-:A-:B-
AusGEM_00943	4429	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01018	226	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01012	226	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F-:A-:B-
SRR7724737	226	Wild Animal	Avian	Unknown	Enterobase	SA	SAMN09866893	F-:A18*:B-
AUSMDU00034264	226	Human	Human	Intestinal	MDU	VIC	NA	F16:A-:B-
AusGEM_00901	8233	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F34:A-:B-
TEA_E5448	695	Environmental	Water	Other	TEA	QLD	NA	F-:A-:B-
AusGEM_01716	695	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
SRR11341652	695	Wild Animal	Avian	Unknown	Enterobase	SA	SAMN14395283	F-:A-:B-
SRR11341627	695	Wild Animal	Avian	Unknown	Enterobase	SA	SAMN14395270	F-:A-:B-
SRR11341648	695	Wild Animal	Avian	Unknown	Enterobase	SA	SAMN14395286	F-:A-:B-
TEA_B1815	2854	Livestock	Avian	Intestinal	TEA	VIC	NA	F-:A-:B-
TEA_B1803	^^6	Livestock	Avian	Intestinal	TEA	NSW	NA	F-:A-:B-
AUSMDU00035685	1178	Human	Human	Intestinal	MDU	VIC	NA	F77:A-:B-
AusGEM_01805	1178	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A8*:B-
AusGEM_00900	1716	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F40:A18:B-
AusGEM_00897	1716	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F40:A18:B-
SRR14160931	1716	Livestock	Porcine	Unknown	Enterobase	NA	SAMN18643021	F16:A-:B-
AusGEM_01780	1114	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01779	1114	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
TEA_B1951	165	Livestock	Avian	Intestinal	TEA	NSW	NA	F-:A8:B-
TEA_B1877	165	Livestock	Avian	Intestinal	TEA	QLD	NA	F-:A-:B-
SRR7724673	6463	Wild Animal	Avian	Unknown	Enterobase	NSW	SAMN09866737	F11!/F101!:A-:B-
AusGEM_00961	165	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_00957	165	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_00953	165	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F-:A-:B-
TEA_B1830	165	Livestock	Avian	Intestinal	TEA	NSW	NA	F-:A-:B-
AusGEM_00991	8169	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01550	189	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01549	189	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AUSMDU00026861	189	Human	Human	Unknown	MDU	VIC	NA	F-:A-:B-
AusGEM_00894	165	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F34:A-:B-
AusGEM_00880	165	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F34:A-:B-
AUSMDU00020291	165	Human	Human	Intestinal	MDU	VIC	NA	F46:A18:B20
AusGEM_00885	301	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F43:A-:B40
SRR14160930	165	Livestock	Porcine	Unknown	Enterobase	NA	SAMN18643022	F88!/F43!/F29!:A-:B-
TEA_B1801	7014	Livestock	Avian	Intestinal	TEA	NSW	NA	F-:A-:B-
TEA_B1825	1518	Livestock	Avian	Intestinal	TEA	ACT	NA	F-:A-:B-
AusGEM_01842	3572	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F67:A-:B1
AusGEM_00868	3572	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F2:A-:B1
AUSMDU00065767	10	Human	Human	Extraintestinal	MDU	VIC	NA	F4/C4:A5:B1
AUSMDU00065381	10	Human	Human	Extraintestinal	MDU	VIC	NA	F4/C4:A5:B1
AUSMDU00008546	10	Human	Human	Extraintestinal	MDU	VIC	NA	F2:A-:B10
TEA_E2016	10	Environmental	Water	Other	TEA	NSW	NA	F-:A-:B-
TEA_E2009	10	Environmental	Water	Other	TEA	NSW	NA	F-:A-:B-
TEA_E2018	10	Environmental	Water	Other	TEA	NSW	NA	F-:A-:B-
TEA_E2013	10	Environmental	Water	Other	TEA	NSW	NA	F-:A-:B-
TEA_E2014	10	Environmental	Water	Other	TEA	NSW	NA	F-:A-:B-
TEA_E258	10	Environmental	Water	Other	TEA	ACT	NA	F-:A-:B-
TEA_E2065	10	Environmental	Water	Other	TEA	NSW	NA	F-:A-:B-
TEA_E2061	10	Environmental	Water	Other	TEA	NSW	NA	F-:A-:B-
TEA_E9791	10	Environmental	Water	Other	TEA	QLD	NA	F-:A-:B-
TEA_Bris_5B	10	Environmental	Water	Other	TEA	QLD	NA	F-:A-:B-
TEA_327_1	10	Environmental	Water	Other	TEA	QLD	NA	F-:A-:B-
TEA_327_7	10	Environmental	Water	Other	TEA	QLD	NA	F-:A-:B-
TEA_E9742	10	Environmental	Water	Other	TEA	QLD	NA	F-:A-:B-
TEA_E9138	10	Environmental	Water	Other	TEA	QLD	NA	F-:A-:B-
TEA_E2712	10	Environmental	Water	Other	TEA	NSW	NA	F-:A-:B-
TEA_E2085	10	Environmental	Water	Other	TEA	NSW	NA	F-:A-:B-
SRR14160812	10	Livestock	Porcine	Unknown	Enterobase	NA	SAMN18642925	F-:A-:B-
AusGEM_01032	10	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01456	10	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01458	10	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01459	10	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
TEA_2106_2_1	10	Environmental	Water	Other	TEA	WA	NA	F7:A-:B23
AusGEM_00345	10	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F1:A1:B1
AusGEM_00340	10	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F1:A1:B1
TEA_E3809	3572	Environmental	Water	Other	TEA	NSW	NA	F2:A-:B1
TEA_E9141	10	Environmental	Water	Other	TEA	QLD	NA	F-:A-:B-
AusGEM_00971	10	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F2!/F10!:A-:B1
AUSMDU00008540	10	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!/F16!:A4:B1
AusGEM_01454	10	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F76!/F36!/F31!:A4:B1
AUSMDU00010643	10	Human	Human	Intestinal	MDU	VIC	NA	F40:A-:B-
AUSMDU00007524	10	Human	Human	Unknown	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00010771	10	Human	Human	Extraintestinal	MDU	VIC	NA	F-:A-:B-
AUSMDU00019369	10	Human	Human	Intestinal	MDU	VIC	NA	F1:A1:B66
AUSMDU00009732	10	Human	Human	Intestinal	MDU	VIC	NA	F-:A-:B-
AUSMDU00022966	3171	Human	Human	Extraintestinal	MDU	VIC	NA	F-:A-:B-
TEA_H474	10	Human	Human	Intestinal	TEA	ACT	NA	C4:A-:B6
AUSMDU00010645	10	Human	Human	Intestinal	MDU	VIC	NA	F2:A-:B-
TEA_H331	4238	Human	Human	Extraintestinal	TEA	ACT	NA	F2:A-:B1
AusGEM_01466	10	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01464	10	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01463	10	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01470	10	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01471	10	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01472	10	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_00280	10	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F24:A-:B1
TEA_E7267	10	Environmental	Water	Other	TEA	QLD	NA	F-:A-:B-
TEA_2099_1_2	10	Environmental	Water	Other	TEA	WA	NA	F-:A-:B-
AUSMDU00004814	10	Human	Human	Unknown	MDU	VIC	NA	F16?:A-:B1
SRR7724689	10	Wild Animal	Avian	Unknown	Enterobase	WA	SAMN09866821	F24:A-:B1
AUSMDU00021638	10	Human	Human	Extraintestinal	MDU	VIC	NA	C4:A-:B1
AUSMDU00038660	10	Human	Human	Intestinal	MDU	VIC	NA	F1:A1:B1
AUSMDU00019928	10	Human	Human	Intestinal	MDU	VIC	NA	F24:A-:B1
AUSMDU00026940	8453	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F2!:A-:B32
AUSMDU00016531	167	Human	Human	Extraintestinal	MDU	VIC	NA	F48!/F35!:A1:B49
AUSMDU00034370	167	Human	Human	Intestinal	MDU	VIC	NA	C4:A-:B1
AUSMDU00041426	10	Human	Human	Intestinal	MDU	VIC	NA	F59:A-:B-
AUSMDU00034734	10	Human	Human	Intestinal	MDU	VIC	NA	F59:A-:B-
AUSMDU00026910	10	Human	Human	Intestinal	MDU	VIC	NA	F2:A-:B-
AusGEM_01462	10	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AUSMDU00016934	656	Human	Human	Intestinal	MDU	VIC	NA	F95:A-:B1
SRR7724685	10	Wild Animal	Avian	Unknown	Enterobase	WA	SAMN09866817	F22:A1:B1
AUSMDU00018199	10	Human	Human	Intestinal	MDU	VIC	NA	F1:A1*:B49
AUSMDU00027179	744	Human	Human	Extraintestinal	MDU	VIC	NA	F59*:A-:B-
AUSMDU00021244	744	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00015750	744	Human	Human	Intestinal	MDU	VIC	NA	F-:A-:B-
AusGEM_00566	744	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F2:A-:B-
AusGEM_00563	744	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F2:A-:B-
AUSMDU00017097	744	Human	Human	Intestinal	MDU	VIC	NA	C4:A-:B1
AusGEM_01014	744	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F10:A6:B42
AusGEM_00978	744	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F56:A-:B20
AUSMDU00008432	744	Human	Human	Extraintestinal	MDU	VIC	NA	F29*:A-:B-
AusGEM_00471	744	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F2:A-:B1
AusGEM_01717	744	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	Y3:A-:B-
AusGEM_01925	167	Human	Human	Extraintestinal	AusGEM	NSW	NA	F36!/F31!:A4:B1
AusGEM_01548	167	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F36!/F31!:A4:B1
AusGEM_00222	167	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F4:A-:B1
AUSMDU00022392	167	Human	Human	Extraintestinal	MDU	VIC	NA	F4:A-:B52
AUSMDU00015697	167	Human	Human	Intestinal	MDU	VIC	NA	F4:A-:B52
AUSMDU00010747	167	Human	Human	Extraintestinal	MDU	VIC	NA	F16:A-:B1
SRR6455985	167	Human	Human	Unknown	Enterobase	NSW	SAMN08328853	F4!/F2!:A-:B52
SRR7724809	167	Wild Animal	Avian	Unknown	Enterobase	TAS	SAMN09866830	F31:A4:B1
AUSMDU00070154	167	Environmental	Environmental	Other	MDU	VIC	NA	F36:A4:B-
ERR5355683	167	Human	Human	Unknown	Enterobase	NA	SAMEA8100995	F36:A4:B-
AUSMDU00037327	167	Human	Human	Intestinal	MDU	VIC	NA	F-:A-:B-
AUSMDU00057561	167	Human	Human	Extraintestinal	MDU	VIC	NA	F36:A1:B1
SRR7724616	167	Wild Animal	Avian	Unknown	Enterobase	VIC	SAMN09866997	F36:A4:B1
AUSMDU00044335	167	Human	Human	Intestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00036067	167	Human	Human	Extraintestinal	MDU	VIC	NA	F36:A1:B20
AUSMDU00029683	167	Human	Human	Intestinal	MDU	VIC	NA	F2:A1:B-
AUSMDU00004779	167	Human	Human	Intestinal	MDU	VIC	NA	F-:A-:B-
AUSMDU00065918	167	Human	Human	Extraintestinal	MDU	VIC	NA	F36:A4:B-
AUSMDU00037018	167	Human	Human	Intestinal	MDU	VIC	NA	F36:A4:B-
AUSMDU00035626	167	Human	Human	Intestinal	MDU	VIC	NA	F36:A4:B-
AUSMDU00019868	167	Human	Human	Intestinal	MDU	VIC	NA	F36:A4:B-
