sample_name	Source_id	Source_Level1	Source_Level2	Source_Level3	HHID	Date	Sublocation	Wealth_group	Livestock_yn	ID	EntBase_ST	Phylogroup	Accession
INT004340	DAN031AVN2	avian	w_avian	wildlife	DAN031	11/1/2016	DANDORA 'B'	6	yes	INT004340	201	B1	ERS3415080 (SAMEA5610890) 
INT004352	DAN031BOV6	bovine	ruminant	livestock	DAN031	11/1/2016	DANDORA 'B'	6	yes	INT004352	10	A	ERS3415081 (SAMEA5610891) 
INT004357	DAN032AVN2	avian	w_avian	wildlife	DAN032	12/1/2016	DANDORA 'B'	6	yes	INT004357	10	A	ERS3415082 (SAMEA5610892) 
INT004362	DAN033AVN4	avian	w_avian	wildlife	DAN033	13/1/2016	DANDORA 'B'	6	no	INT004362	38	D	ERS3415083 (SAMEA5610893) 
INT004370	DANDUMPAV_POP6	av_pop	w_avian	wildlife	DANDUMP	NA	NA	NA	NA	INT004370	9513	A	ERS3415084 (SAMEA5610894) 
INT004377	DANDUMPAV_POP4	av_pop	w_avian	wildlife	DANDUMP	NA	NA	NA	NA	INT004377	448	B1	ERS3415085 (SAMEA5610895) 
INT004381	DANDUMPAV_POP1	av_pop	w_avian	wildlife	DANDUMP	NA	NA	NA	NA	INT004381	4038	B1	ERS3415086 (SAMEA5610896) 
INT004388	DANDUMPAV_POP7	av_pop	w_avian	wildlife	DANDUMP	NA	NA	NA	NA	INT004388	2325	A	ERS3415087 (SAMEA5610897) 
INT004392	DANDUMPAV_POP2	av_pop	w_avian	wildlife	DANDUMP	NA	NA	NA	NA	INT004392	196	B1	ERS3415088 (SAMEA5610898) 
INT004400	UMJ034HUM1	human	human	human	UMJ034	25/1/2016	UMOJA	4	no	INT004400	4741	A	ERS3415089 (SAMEA5610899) 
INT004405	UMJ034HUM3	human	human	human	UMJ034	25/1/2016	UMOJA	4	no	INT004405	6018	A	ERS3415090 (SAMEA5610900) 
INT004422	UMJ034HUM2	human	human	human	UMJ034	25/1/2016	UMOJA	4	no	INT004422	131	B2	ERS3415092 (SAMEA5610902) 
INT004446	UMJ035HUM3	human	human	human	UMJ035	26/1/2016	UMOJA	4	yes	INT004446	155	B1	ERS3415096 (SAMEA5610906) 
INT004454	UMJ035HUM1	human	human	human	UMJ035	26/1/2016	UMOJA	4	yes	INT004454	382	A	ERS3415097 (SAMEA5610907) 
INT004464	UMJ035HUM4	human	human	human	UMJ035	26/1/2016	UMOJA	4	yes	INT004464	409	A	ERS3415098 (SAMEA5610908) 
INT004470	UMJ035ROD2	rodent	w_mammal	wildlife	UMJ035	26/1/2016	UMOJA	4	yes	INT004470	155	B1	ERS3415099 (SAMEA5610909) 
INT004479	UMJ035ROD1	rodent	w_mammal	wildlife	UMJ035	26/1/2016	UMOJA	4	yes	INT004479	48	A	ERS3415100 (SAMEA5610910) 
INT004482	UMJ035GAL2	chickens	poultry	livestock	UMJ035	26/1/2016	UMOJA	4	yes	INT004482	117	G	ERS3415101 (SAMEA5610911) 
INT004489	UMJ035GAL4	chickens	poultry	livestock	UMJ035	26/1/2016	UMOJA	4	yes	INT004489	9515	A	ERS3415102 (SAMEA5610912) 
INT004497	UMJ036ROD1	rodent	w_mammal	wildlife	UMJ036	27/1/2016	UMOJA	4	yes	INT004497	2178	B1	ERS3415103 (SAMEA5610913) 
INT004502	UMJ034ROD3	rodent	w_mammal	wildlife	UMJ034	25/1/2016	UMOJA	4	no	INT004502	131	B2	ERS3415104 (SAMEA5610914) 
INT004507	UMJ035AVN4	avian	w_avian	wildlife	UMJ035	26/1/2016	UMOJA	4	yes	INT004507	9514	A	ERS3415105 (SAMEA5610915) 
INT004513	UMJ035GAL1	chickens	poultry	livestock	UMJ035	26/1/2016	UMOJA	4	yes	INT004513	48	A	ERS3415106 (SAMEA5610916) 
INT004522	UMJ035GAL3	chickens	poultry	livestock	UMJ035	26/1/2016	UMOJA	4	yes	INT004522	616	B1	ERS3415107 (SAMEA5610917) 
INT004533	UMJ036LAG1	rabbit	monogastric	livestock	UMJ036	27/1/2016	UMOJA	4	yes	INT004533	5082	B1	ERS3415109 (SAMEA5610919) 
INT004539	UMJ036MEL1	turkeys	poultry	livestock	UMJ036	27/1/2016	UMOJA	4	yes	INT004539	48	A	ERS3415110 (SAMEA5610920) 
INT004542	UMJ036GAL1	chickens	poultry	livestock	UMJ036	27/1/2016	UMOJA	4	yes	INT004542	48	A	ERS3415111 (SAMEA5610921) 
INT004550	UMJ036GAL4	chickens	poultry	livestock	UMJ036	27/1/2016	UMOJA	4	yes	INT004550	522	A	ERS3415112 (SAMEA5610922) 
INT004557	UMJ036GAL2	chickens	poultry	livestock	UMJ036	27/1/2016	UMOJA	4	yes	INT004557	1844	B1	ERS3415113 (SAMEA5610923) 
INT004560	UMJ036GAL3	chickens	poultry	livestock	UMJ036	27/1/2016	UMOJA	4	yes	INT004560	155	B1	ERS3415114 (SAMEA5610924) 
INT004567	UMJ036CAP2	goat	ruminant	livestock	UMJ036	27/1/2016	UMOJA	4	yes	INT004567	297	B1	ERS3415115 (SAMEA5610925) 
INT004574	UMJ036LAG3	rabbit	monogastric	livestock	UMJ036	27/1/2016	UMOJA	4	yes	INT004574	1304	B1	ERS3415116 (SAMEA5610926) 
INT004578	UMJ036HUM3	human	human	human	UMJ036	27/1/2016	UMOJA	4	yes	INT004578	504	B2	ERS3415117 (SAMEA5610927) 
INT004588	UMJ036HUM2	human	human	human	UMJ036	27/1/2016	UMOJA	4	yes	INT004588	349	D	ERS3415118 (SAMEA5610928) 
INT004590	UMJ036HUM1	human	human	human	UMJ036	27/1/2016	UMOJA	4	yes	INT004590	155	B1	ERS3415119 (SAMEA5610929) 
INT004612	UMJ036CAP1	goat	ruminant	livestock	UMJ036	27/1/2016	UMOJA	4	yes	INT004612	9516	B1	ERS3415121 (SAMEA5610931) 
INT004621	UMJ034ROD1	rodent	w_mammal	wildlife	UMJ034	25/1/2016	UMOJA	4	no	INT004621	9441	B1	ERS3415122 (SAMEA5610932) 
INT004632	KRR037HUM1	human	human	human	KRR037	9/2/2016	KARURA	2	yes	INT004632	156	B1	ERS3415123 (SAMEA5610933) 
INT004645	KRR037HUM4	human	human	human	KRR037	9/2/2016	KARURA	2	yes	INT004645	1611	B1	ERS3415124 (SAMEA5610934) 
INT004653	KRR037AVN6	avian	w_avian	wildlife	KRR037	9/2/2016	KARURA	2	yes	INT004653	2540	B1	ERS3415125 (SAMEA5610935) 
INT004657	KRR037GAL9	chickens	poultry	livestock	KRR037	9/2/2016	KARURA	2	yes	INT004657	124	B1	ERS3415126 (SAMEA5610936) 
INT004664	KRR037GAL4	chickens	poultry	livestock	KRR037	9/2/2016	KARURA	2	yes	INT004664	3057	cladeI	ERS3415127 (SAMEA5610937) 
INT004674	KRR037BOV2	bovine	ruminant	livestock	KRR037	9/2/2016	KARURA	2	yes	INT004674	155	B1	ERS3415128 (SAMEA5610938) 
INT004680	KRR037GAL8	chickens	poultry	livestock	KRR037	9/2/2016	KARURA	2	yes	INT004680	5273	cladeI	ERS3415129 (SAMEA5610939) 
INT004683	KRR037GAL3	chickens	poultry	livestock	KRR037	9/2/2016	KARURA	2	yes	INT004683	5273	cladeI	ERS3415130 (SAMEA5610940) 
INT004690	KRR037GAL1	chickens	poultry	livestock	KRR037	9/2/2016	KARURA	2	yes	INT004690	937	B1	ERS3415131 (SAMEA5610941) 
INT004696	KRR037BOV1	bovine	ruminant	livestock	KRR037	9/2/2016	KARURA	2	yes	INT004696	6178	B1	ERS3415132 (SAMEA5610942) 
INT004717	KRR037BOV4	bovine	ruminant	livestock	KRR037	9/2/2016	KARURA	2	yes	INT004717	9506	cladeI	ERS3415134 (SAMEA5610944) 
INT004723	KRR037HUM2	human	human	human	KRR037	9/2/2016	KARURA	2	yes	INT004723	6178	B1	ERS3415135 (SAMEA5610945) 
INT004728	KRR037GAL2	chickens	poultry	livestock	KRR037	9/2/2016	KARURA	2	yes	INT004728	129	B1	ERS3415136 (SAMEA5610946) 
INT004744	KRR038HUM1	human	human	human	KRR038	15/2/2016	KARURA	2	no	INT004744	155	B1	ERS3415137 (SAMEA5610947) 
INT004746	KRR038HUM5	human	human	human	KRR038	15/2/2016	KARURA	2	no	INT004746	155	B1	ERS3415138 (SAMEA5610948) 
INT004755	KRR038HUM3	human	human	human	KRR038	15/2/2016	KARURA	2	no	INT004755	10	A	ERS3415139 (SAMEA5610949) 
INT004775	KRR039HUM2	human	human	human	KRR039	22/2/2016	KARURA	2	yes	INT004775	9523	E	ERS3415142 (SAMEA5610952) 
INT004783	KRR039HUM3	human	human	human	KRR039	22/2/2016	KARURA	2	yes	INT004783	9583	E	ERS3415143 (SAMEA5610953) 
INT004785	KRR039HUM1	human	human	human	KRR039	22/2/2016	KARURA	2	yes	INT004785	69	D	ERS3415144 (SAMEA5610954) 
INT004792	KRR039GAL6	chickens	poultry	livestock	KRR039	22/2/2016	KARURA	2	yes	INT004792	2541	A	ERS3415145 (SAMEA5610955) 
INT004799	KRR039GAL3	chickens	poultry	livestock	KRR039	22/2/2016	KARURA	2	yes	INT004799	3572	A	ERS3415146 (SAMEA5610956) 
INT004805	KRR039GAL2	chickens	poultry	livestock	KRR039	22/2/2016	KARURA	2	yes	INT004805	206	A	ERS3415147 (SAMEA5610957) 
INT004819	KRR038BT_POP5	bat_pop	w_bat	wildlife	KRR038	15/2/2016	KARURA	2	no	INT004819	8576	A	ERS3415148 (SAMEA5610958) 
INT004821	KRR039GAL5	chickens	poultry	livestock	KRR039	22/2/2016	KARURA	2	yes	INT004821	115	D	ERS3415149 (SAMEA5610959) 
INT004834	KRR039GAL4	chickens	poultry	livestock	KRR039	22/2/2016	KARURA	2	yes	INT004834	394	D	ERS3415150 (SAMEA5610960) 
INT004848	KRR038ROD1	rodent	w_mammal	wildlife	KRR038	15/2/2016	KARURA	2	no	INT004848	73	B2	ERS3415151 (SAMEA5610961) 
INT004856	KRR038ROD3	rodent	w_mammal	wildlife	KRR038	15/2/2016	KARURA	2	no	INT004856	73	B2	ERS3415152 (SAMEA5610962) 
INT004860	KRR038ROD4	rodent	w_mammal	wildlife	KRR038	15/2/2016	KARURA	2	no	INT004860	1170	B2	ERS3415153 (SAMEA5610963) 
INT004865	KRR038ROD2	rodent	w_mammal	wildlife	KRR038	15/2/2016	KARURA	2	no	INT004865	73	B2	ERS3415154 (SAMEA5610964) 
INT004869	KIL041OVN3	sheep	ruminant	livestock	KIL041	8/3/2016	KILIMANI	2	yes	INT004869	675	B1	ERS3415155 (SAMEA5610965) 
INT004879	KIL041OVN2	sheep	ruminant	livestock	KIL041	8/3/2016	KILIMANI	2	yes	INT004879	297	B1	ERS3415156 (SAMEA5610966) 
INT004883	KIL041MEL1	turkeys	poultry	livestock	KIL041	8/3/2016	KILIMANI	2	yes	INT004883	2705	A	ERS3415157 (SAMEA5610967) 
INT004888	KIL041GAL1	chickens	poultry	livestock	KIL041	8/3/2016	KILIMANI	2	yes	INT004888	4243	D	ERS3415158 (SAMEA5610968) 
INT004897	KIL041NUM1	guinea_fowl	poultry	livestock	KIL041	8/3/2016	KILIMANI	2	yes	INT004897	9580	A	ERS3415159 (SAMEA5610969) 
INT004902	KIL041AVN1	avian	w_avian	wildlife	KIL041	8/3/2016	KILIMANI	2	yes	INT004902	681	B2	ERS3415160 (SAMEA5610970) 
INT004906	KIL041AVN2	avian	w_avian	wildlife	KIL041	8/3/2016	KILIMANI	2	yes	INT004906	129	B1	ERS3415161 (SAMEA5610971) 
INT004943	KIL040HUM1	human	human	human	KIL040	6/3/2016	KILIMANI	2	no	INT004943	2772	B1	ERS3415165 (SAMEA5610975) 
INT004955	KIL042AVN8	avian	w_avian	wildlife	KIL042	9/3/2016	KILIMANI	2	yes	INT004955	345	B1	ERS3415166 (SAMEA5610976) 
INT004966	KIL042AVN7	avian	w_avian	wildlife	KIL042	9/3/2016	KILIMANI	2	yes	INT004966	1001	B1	ERS3415167 (SAMEA5610977) 
INT004978	KIL041HUM2	human	human	human	KIL041	8/3/2016	KILIMANI	2	yes	INT004978	1434	A	ERS3415168 (SAMEA5610978) 
INT004989	KIL042AVN1	avian	w_avian	wildlife	KIL042	9/3/2016	KILIMANI	2	yes	INT004989	210	B1	ERS3415170 (SAMEA5610980) 
INT004996	KIL042GAL1	chickens	poultry	livestock	KIL042	9/3/2016	KILIMANI	2	yes	INT004996	9578	A	ERS3415171 (SAMEA5610981) 
INT005001	KIL042HUM1	human	human	human	KIL042	9/3/2016	KILIMANI	2	yes	INT005001	3877	A	ERS3415172 (SAMEA5610982) 
INT005007	KIL041HUM1	human	human	human	KIL041	8/3/2016	KILIMANI	2	yes	INT005007	197	A	ERS3415173 (SAMEA5610983) 
INT005029	KIL042CAP3	goat	ruminant	livestock	KIL042	9/3/2016	KILIMANI	2	yes	INT005029	297	B1	ERS3415176 (SAMEA5610986) 
INT005034	KIL042CAP5	goat	ruminant	livestock	KIL042	9/3/2016	KILIMANI	2	yes	INT005034	9582	B1	ERS3415177 (SAMEA5610987) 
INT005037	KIL042CAP2	goat	ruminant	livestock	KIL042	9/3/2016	KILIMANI	2	yes	INT005037	10	A	ERS3415178 (SAMEA5610988) 
INT005045	KIL042CAP4	goat	ruminant	livestock	KIL042	9/3/2016	KILIMANI	2	yes	INT005045	9582	B1	ERS3415179 (SAMEA5610989) 
INT005052	KIL042GAL3	chickens	poultry	livestock	KIL042	9/3/2016	KILIMANI	2	yes	INT005052	206	A	ERS3415180 (SAMEA5610990) 
INT005058	KIL042ROD1	rodent	w_mammal	wildlife	KIL042	9/3/2016	KILIMANI	2	yes	INT005058	46	A	ERS3415181 (SAMEA5610991) 
INT005081	KIL042GAL4	chickens	poultry	livestock	KIL042	9/3/2016	KILIMANI	2	yes	INT005081	9522	B1	ERS3415182 (SAMEA5610992) 
INT005092	EAS043HUM1	human	human	human	EAS043	14/3/2016	EASTLEIGH NORTH	5	yes	INT005092	543	E	ERS3415184 (SAMEA5610994) 
INT005103	EAS043GAL5	chickens	poultry	livestock	EAS043	14/3/2016	EASTLEIGH NORTH	5	yes	INT005103	9581	A	ERS3415186 (SAMEA5610996) 
INT005113	EAS043GAL2	chickens	poultry	livestock	EAS043	14/3/2016	EASTLEIGH NORTH	5	yes	INT005113	3519	A	ERS3415187 (SAMEA5610997) 
INT005125	EAS043GAL3	chickens	poultry	livestock	EAS043	14/3/2016	EASTLEIGH NORTH	5	yes	INT005125	2541	A	ERS3415188 (SAMEA5610998) 
INT005129	EAS043GAL4	chickens	poultry	livestock	EAS043	14/3/2016	EASTLEIGH NORTH	5	yes	INT005129	48	A	ERS3415189 (SAMEA5610999) 
INT005135	EAS043GAL1	chickens	poultry	livestock	EAS043	14/3/2016	EASTLEIGH NORTH	5	yes	INT005135	48	A	ERS3415190 (SAMEA5611000) 
INT005152	EAS043AVN2	avian	w_avian	wildlife	EAS043	14/3/2016	EASTLEIGH NORTH	5	yes	INT005152	297	B1	ERS3415191 (SAMEA5611001) 
INT005165	EAS044HUM1	human	human	human	EAS044	15/3/2016	EASTLEIGH NORTH	5	yes	INT005165	1312	A	ERS3415193 (SAMEA5611003) 
INT005172	EAS044CAP2	goat	ruminant	livestock	EAS044	15/3/2016	EASTLEIGH NORTH	5	yes	INT005172	4360	B1	ERS3415194 (SAMEA5611004) 
INT005176	EAS044MEL1	turkeys	poultry	livestock	EAS044	15/3/2016	EASTLEIGH NORTH	5	yes	INT005176	1237	A	ERS3415195 (SAMEA5611005) 
INT005184	EAS044CAP3	goat	ruminant	livestock	EAS044	15/3/2016	EASTLEIGH NORTH	5	yes	INT005184	1629	E	ERS3415196 (SAMEA5611006) 
INT005188	EAS044CAP4	goat	ruminant	livestock	EAS044	15/3/2016	EASTLEIGH NORTH	5	yes	INT005188	224	B1	ERS3415197 (SAMEA5611007) 
INT005193	EAS044ROD2	rodent	w_mammal	wildlife	EAS044	15/3/2016	EASTLEIGH NORTH	5	yes	INT005193	118	E	ERS3415198 (SAMEA5611008) 
INT005201	EAS044AVN3	avian	w_avian	wildlife	EAS044	15/3/2016	EASTLEIGH NORTH	5	yes	INT005201	540	A	ERS3415199 (SAMEA5611009) 
INT005209	EAS044AVN4	avian	w_avian	wildlife	EAS044	15/3/2016	EASTLEIGH NORTH	5	yes	INT005209	58	B1	ERS3415200 (SAMEA5611010) 
INT005215	EAS044AVN1	avian	w_avian	wildlife	EAS044	15/3/2016	EASTLEIGH NORTH	5	yes	INT005215	542	A	ERS3415201 (SAMEA5611011) 
INT005224	EAS044CAP5	goat	ruminant	livestock	EAS044	15/3/2016	EASTLEIGH NORTH	5	yes	INT005224	58	B1	ERS3415203 (SAMEA5611013) 
INT005229	EAS044CAP1	goat	ruminant	livestock	EAS044	15/3/2016	EASTLEIGH NORTH	5	yes	INT005229	4434	B1	ERS3415204 (SAMEA5611014) 
INT005243	EAS045ROD2	rodent	w_mammal	wildlife	EAS045	16/3/2016	EASTLEIGH NORTH	5	no	INT005243	9441	B1	ERS3415205 (SAMEA5611015) 
INT005265	EAS044AVN9	avian	w_avian	wildlife	EAS044	15/3/2016	EASTLEIGH NORTH	5	yes	INT005265	683	B1	ERS3415206 (SAMEA5611016) 
INT005269	EAS045HUM1	human	human	human	EAS045	16/3/2016	EASTLEIGH NORTH	5	no	INT005269	1136	B1	ERS3415207 (SAMEA5611017) 
INT005276	EAS044ROD4	rodent	w_mammal	wildlife	EAS044	15/3/2016	EASTLEIGH NORTH	5	yes	INT005276	7020	B1	ERS3415208 (SAMEA5611018) 
INT005279	STC046AVN3	avian	w_avian	wildlife	STC046	22/3/2016	SOUTH C	3	yes	INT005279	641	B1	ERS3415209 (SAMEA5611019) 
INT005286	STC046AVN1	avian	w_avian	wildlife	STC046	22/3/2016	SOUTH C	3	yes	INT005286	9443	B1	ERS3415210 (SAMEA5611020) 
INT005313	STC046HUM2	human	human	human	STC046	22/3/2016	SOUTH C	3	yes	INT005313	156	B1	ERS3415213 (SAMEA5611023) 
INT005315	STC046HUM1	human	human	human	STC046	22/3/2016	SOUTH C	3	yes	INT005315	297	B1	ERS3415214 (SAMEA5611024) 
INT005334	STC046GAL1	chickens	poultry	livestock	STC046	22/3/2016	SOUTH C	3	yes	INT005334	5834	A	ERS3415216 (SAMEA5611026) 
INT005352	KHW051HUM2	human	human	human	KHW051	4/4/2016	KAHAWA WEST / JUJA K	6	no	INT005352	401	A	ERS3415219 (SAMEA5611029) 
INT005380	STC047GAL1	chickens	poultry	livestock	STC047	22/3/2016	SOUTH C	3	yes	INT005380	3910	cladeI	ERS3415220 (SAMEA5611030) 
INT005386	STC047GAL2	chickens	poultry	livestock	STC047	22/3/2016	SOUTH C	3	yes	INT005386	3910	cladeI	ERS3415221 (SAMEA5611031) 
INT005389	STC047GAL3	chickens	poultry	livestock	STC047	22/3/2016	SOUTH C	3	yes	INT005389	216	A	ERS3415222 (SAMEA5611032) 
INT005399	STC047AVN3	avian	w_avian	wildlife	STC047	22/3/2016	SOUTH C	3	yes	INT005399	394	D	ERS3415223 (SAMEA5611033) 
INT005414	STC047HUM1	human	human	human	STC047	22/3/2016	SOUTH C	3	yes	INT005414	218	A	ERS3415225 (SAMEA5611035) 
INT005421	STC047ROD1	rodent	w_mammal	wildlife	STC047	22/3/2016	SOUTH C	3	yes	INT005421	3107	A	ERS3415226 (SAMEA5611036) 
INT005440	STC048HUM1	human	human	human	STC048	30/3/2016	SOUTH C	3	no	INT005440	541	A	ERS3415229 (SAMEA5611039) 
INT005447	STC048HUM2	human	human	human	STC048	30/3/2016	SOUTH C	3	no	INT005447	3168	A	ERS3415230 (SAMEA5611040) 
INT005459	STC048HUM6	human	human	human	STC048	30/3/2016	SOUTH C	3	no	INT005459	141	B2	ERS3415232 (SAMEA5611042) 
INT005465	STC048HUM5	human	human	human	STC048	30/3/2016	SOUTH C	3	no	INT005465	69	D	ERS3415233 (SAMEA5611043) 
INT005477	STC048HUM3	human	human	human	STC048	30/3/2016	SOUTH C	3	no	INT005477	59	F	ERS3415234 (SAMEA5611044) 
INT005486	KHW051HUM1	human	human	human	KHW051	4/4/2016	KAHAWA WEST / JUJA K	6	no	INT005486	609	A	ERS3415236 (SAMEA5611046) 
INT005496	KHW051AVN1	avian	w_avian	wildlife	KHW051	4/4/2016	KAHAWA WEST / JUJA K	6	no	INT005496	1727	B1	ERS3415237 (SAMEA5611047) 
INT005501	KHW049ROD1	rodent	w_mammal	wildlife	KHW049	5/4/2016	KAHAWA WEST / JUJA K	6	yes	INT005501	9592	B1	ERS3415238 (SAMEA5611048) 
INT005518	KHW051AVN4	avian	w_avian	wildlife	KHW051	4/4/2016	KAHAWA WEST / JUJA K	6	no	INT005518	46	A	ERS3415239 (SAMEA5611049) 
INT005526	KHW051AVN5	avian	w_avian	wildlife	KHW051	4/4/2016	KAHAWA WEST / JUJA K	6	no	INT005526	155	B1	ERS3415240 (SAMEA5611050) 
INT005538	KHW051AVN6	avian	w_avian	wildlife	KHW051	4/4/2016	KAHAWA WEST / JUJA K	6	no	INT005538	224	B1	ERS3415241 (SAMEA5611051) 
INT005541	KHW049ROD2	rodent	w_mammal	wildlife	KHW049	5/4/2016	KAHAWA WEST / JUJA K	6	yes	INT005541	5625	A	ERS3415242 (SAMEA5611052) 
INT005550	KHW050ROD1	rodent	w_mammal	wildlife	KHW050	6/4/2016	KAHAWA WEST / JUJA K	6	yes	INT005550	9441	B1	ERS3415243 (SAMEA5611053) 
INT005556	KHW049HUM4	human	human	human	KHW049	5/4/2016	KAHAWA WEST / JUJA K	6	yes	INT005556	181	A	ERS3415244 (SAMEA5611054) 
INT005559	KHW049HUM1	human	human	human	KHW049	5/4/2016	KAHAWA WEST / JUJA K	6	yes	INT005559	10	A	ERS3415245 (SAMEA5611055) 
INT005595	KHW049GAL4	chickens	poultry	livestock	KHW049	5/4/2016	KAHAWA WEST / JUJA K	6	yes	INT005595	206	A	ERS3415251 (SAMEA5611061) 
INT005601	KHW049BOV5	bovine	ruminant	livestock	KHW049	5/4/2016	KAHAWA WEST / JUJA K	6	yes	INT005601	2522	B1	ERS3415252 (SAMEA5611062) 
INT005608	KHW049GAL2	chickens	poultry	livestock	KHW049	5/4/2016	KAHAWA WEST / JUJA K	6	yes	INT005608	746	A	ERS3415253 (SAMEA5611063) 
INT005614	KHW049GAL3	chickens	poultry	livestock	KHW049	5/4/2016	KAHAWA WEST / JUJA K	6	yes	INT005614	48	A	ERS3415254 (SAMEA5611064) 
INT005621	KHW049BOV3	bovine	ruminant	livestock	KHW049	5/4/2016	KAHAWA WEST / JUJA K	6	yes	INT005621	9541	B1	ERS3415255 (SAMEA5611065) 
INT005627	KHW049AVN1	avian	w_avian	wildlife	KHW049	5/4/2016	KAHAWA WEST / JUJA K	6	yes	INT005627	2522	B1	ERS3415256 (SAMEA5611066) 
INT005638	KHW050ROD3	rodent	w_mammal	wildlife	KHW050	6/4/2016	KAHAWA WEST / JUJA K	6	yes	INT005638	10	A	ERS3415257 (SAMEA5611067) 
INT005650	KHW051ROD2	rodent	w_mammal	wildlife	KHW051	4/4/2016	KAHAWA WEST / JUJA K	6	no	INT005650	181	A	ERS3415258 (SAMEA5611068) 
INT005657	KHW051AVN2	avian	w_avian	wildlife	KHW051	4/4/2016	KAHAWA WEST / JUJA K	6	no	INT005657	216	A	ERS3415259 (SAMEA5611069) 
INT005662	KHW049HUM2	human	human	human	KHW049	5/4/2016	KAHAWA WEST / JUJA K	6	yes	INT005662	351	B1	ERS3415260 (SAMEA5611070) 
INT005668	KHW049BOV1	bovine	ruminant	livestock	KHW049	5/4/2016	KAHAWA WEST / JUJA K	6	yes	INT005668	10	A	ERS3415261 (SAMEA5611071) 
INT005690	KHW050HUM4	human	human	human	KHW050	6/4/2016	KAHAWA WEST / JUJA K	6	yes	INT005690	9590	E	ERS3415265 (SAMEA5611075) 
INT005706	KHW050HUM1	human	human	human	KHW050	6/4/2016	KAHAWA WEST / JUJA K	6	yes	INT005706	9591	A	ERS3415266 (SAMEA5611076) 
INT005712	KHW050HUM6	human	human	human	KHW050	6/4/2016	KAHAWA WEST / JUJA K	6	yes	INT005712	155	B1	ERS3415267 (SAMEA5611077) 
INT005715	KHW050HUM3	human	human	human	KHW050	6/4/2016	KAHAWA WEST / JUJA K	6	yes	INT005715	69	D	ERS3415268 (SAMEA5611078) 
INT005729	KHW050AVN2	avian	w_avian	wildlife	KHW050	6/4/2016	KAHAWA WEST / JUJA K	6	yes	INT005729	2722	B1	ERS3415269 (SAMEA5611079) 
INT005734	KHW050AVN1	avian	w_avian	wildlife	KHW050	6/4/2016	KAHAWA WEST / JUJA K	6	yes	INT005734	10	A	ERS3415270 (SAMEA5611080) 
INT005741	KHW050AVN10	avian	w_avian	wildlife	KHW050	6/4/2016	KAHAWA WEST / JUJA K	6	yes	INT005741	3910	cladeI	ERS3415271 (SAMEA5611081) 
INT005745	KHW050AVN8	avian	w_avian	wildlife	KHW050	6/4/2016	KAHAWA WEST / JUJA K	6	yes	INT005745	297	B1	ERS3415272 (SAMEA5611082) 
INT005756	KHW050CAP2	goat	ruminant	livestock	KHW050	6/4/2016	KAHAWA WEST / JUJA K	6	yes	INT005756	3640	B1	ERS3415273 (SAMEA5611083) 
INT005765	KHW050MEL1	turkeys	poultry	livestock	KHW050	6/4/2016	KAHAWA WEST / JUJA K	6	yes	INT005765	10	A	ERS3415274 (SAMEA5611084) 
INT005770	KHW050GAL1	chickens	poultry	livestock	KHW050	6/4/2016	KAHAWA WEST / JUJA K	6	yes	INT005770	4977	A	ERS3415275 (SAMEA5611085) 
INT005778	KHW050NUM2	guinea_fowl	poultry	livestock	KHW050	6/4/2016	KAHAWA WEST / JUJA K	6	yes	INT005778	4389	A	ERS3415276 (SAMEA5611086) 
INT005794	KHW050CAP4	goat	ruminant	livestock	KHW050	6/4/2016	KAHAWA WEST / JUJA K	6	yes	INT005794	176	A	ERS3415277 (SAMEA5611087) 
INT005802	KHW050CAP1	goat	ruminant	livestock	KHW050	6/4/2016	KAHAWA WEST / JUJA K	6	yes	INT005802	297	B1	ERS3415278 (SAMEA5611088) 
INT005810	KHW050ANA1	geese	poultry	livestock	KHW050	6/4/2016	KAHAWA WEST / JUJA K	6	yes	INT005810	1408	A	ERS3415279 (SAMEA5611089) 
INT005816	KHW050AVN11	avian	w_avian	wildlife	KHW050	6/4/2016	KAHAWA WEST / JUJA K	6	yes	INT005816	162	B1	ERS3415280 (SAMEA5611090) 
INT005822	KHW050AVN7	avian	w_avian	wildlife	KHW050	6/4/2016	KAHAWA WEST / JUJA K	6	yes	INT005822	10	A	ERS3415281 (SAMEA5611091) 
INT005828	KHW049ROD3	rodent	w_mammal	wildlife	KHW049	5/4/2016	KAHAWA WEST / JUJA K	6	yes	INT005828	3716	A	ERS3415282 (SAMEA5611092) 
INT005840	KHW050ANA2	geese	poultry	livestock	KHW050	6/4/2016	KAHAWA WEST / JUJA K	6	yes	INT005840	537	B2	ERS3415283 (SAMEA5611093) 
INT005872	LUM052HUM3	human	human	human	LUM052	11/4/2016	LUMUMBA (JERICHO)	6	no	INT005872	10	A	ERS3415286 (SAMEA5611096) 
INT005879	LUM052HUM1	human	human	human	LUM052	11/4/2016	LUMUMBA (JERICHO)	6	no	INT005879	58	B1	ERS3415287 (SAMEA5611097) 
INT005886	LUM052HUM2	human	human	human	LUM052	11/4/2016	LUMUMBA (JERICHO)	6	no	INT005886	6852	A	ERS3415288 (SAMEA5611098) 
INT005893	LUM052AVN3	avian	w_avian	wildlife	LUM052	11/4/2016	LUMUMBA (JERICHO)	6	no	INT005893	206	A	ERS3415289 (SAMEA5611099) 
INT005898	LUM054ROD1	rodent	w_mammal	wildlife	LUM054	13/4/2016	LUMUMBA (JERICHO)	6	yes	INT005898	2622	B2	ERS3415290 (SAMEA5611100) 
