Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Path/Nonpath	Serological Group	Serotype	EcoR Cluster	Simple Patho	Simple Disease	Comment	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	O Antigen(Serotype Prediction)	H Antigen(Serotype Prediction)	ST(Achtman 7 Gene MLST)	ST Complex(Achtman 7 Gene MLST)	Lineage(Achtman 7 Gene MLST)	Subspecies(Achtman 7 Gene MLST)	Status(Assembly stats)	Coverage(Assembly stats)	N50(Assembly stats)	Length(Assembly stats)	Species(Assembly stats)	Contig Number(>=200 bp)(Assembly stats)	Low Quality Bases(Assembly stats)	Version(Assembly stats)	Assembly barcode(Assembly stats)	ST(wgMLST)	ST(cgMLST V1 + HierCC V1)	HC0 (indistinguishable)(cgMLST V1 + HierCC V1)	HC2(cgMLST V1 + HierCC V1)	HC5(cgMLST V1 + HierCC V1)	HC10(cgMLST V1 + HierCC V1)	HC20(cgMLST V1 + HierCC V1)	HC50(cgMLST V1 + HierCC V1)	HC100(cgMLST V1 + HierCC V1)	HC200(cgMLST V1 + HierCC V1)	HC400(cgMLST V1 + HierCC V1)	HC1100 (cgST Cplx)(cgMLST V1 + HierCC V1)	HC1500(cgMLST V1 + HierCC V1)	HC2000(cgMLST V1 + HierCC V1)	HC2350 (subsp.)(cgMLST V1 + HierCC V1)	Clermont Type (ClermonTyping)(Phylotypes)	Clermont Type (EzClermont)(Phylotypes)	fimH (fimTyper)(Phylotypes)	Pathovar(Phylotypes)	Stx1(Phylotypes)	Stx2(Phylotypes)	ipaH(Phylotypes)	pInv(Phylotypes)	ST(Phylotypes)	LT(Phylotypes)	eae(Phylotypes)	rST(rMLST)	Species (rMLST)(rMLST)
ESC_MA8163AA	INT008004	ERR3329019;ILLUMINA;Paired;350;ERX3353734;SRA	Human	Human	human	2016	5	17		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611237	ERS3415426	2019-05-30	2019-05-20	ESC_MA8163AA	O15	H10	3478	ST10 Cplx	A	ND	Assembled	83	86488	5304440	Escherichia coli / Shigella;97.71%	310	216712	4	ESC_ZA5274AA_AS	107868	96900	96900	96900	96900	96900	96900	96900	96900	96900	6587	13	5	2	1	A	A	Unknown	-	-	-	-	-	-	-	-	144218	Escherichia coli
ESC_MA8164AA	INT007994	ERR3329018;ILLUMINA;Paired;350;ERX3353733;SRA	Human	Human	human	2016	5	17		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611236	ERS3415425	2019-05-30	2019-05-20	ESC_MA8164AA	O12	H4	10	ST10 Cplx	A	ND	Assembled	203	122970	5137368	Escherichia coli / Shigella;95.53%	207	44251	4	ESC_ZA5273AA_AS	107879	96901	96901	96901	96901	29791	29791	29791	1637	1637	37	13	5	2	1	A	A	fimH27	-	-	-	-	-	-	-	-	44511	Escherichia/Shigella sp.
ESC_MA8165AA	INT007992	ERR3329017;ILLUMINA;Paired;350;ERX3353732;SRA	Human	Human	human	2016	5	16		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611235	ERS3415424	2019-05-30	2019-05-20	ESC_MA8165AA	O9	H4	1421	ST46 Cplx	A	ND	Assembled	112	100066	4471173	Escherichia coli / Shigella;85.57%	141	29716	4	ESC_ZA5272AA_AS	107870	96903	96903	96903	96903	96903	3620	3620	3620	3620	3620	13	5	2	1	A	A	fimH34	-	-	-	-	-	-	-	-	33387	Escherichia/Shigella sp.
ESC_MA8166AA	INT007976	ERR3329016;ILLUMINA;Paired;350;ERX3353731;SRA	ND	Avian	avian	2016	5	16		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611234	ERS3415423	2019-05-30	2019-05-20	ESC_MA8166AA	O25	H4	131	ST131 Cplx	B2	ND	Assembled	132	225174	5255639	Escherichia coli / Shigella;98.31%	97	16283	4	ESC_ZA5271AA_AS	107863	96902	96902	96902	96902	96902	96902	7100	1368	7	7	7	7	7	1	B2	B2	fimH30	-	-	-	-	-	-	-	-	1831	Escherichia coli
ESC_MA8167AA	INT007974	ERR3329015;ILLUMINA;Paired;350;ERX3353730;SRA	ND	Avian	avian	2016	5	16		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611233	ERS3415422	2019-05-30	2019-05-20	ESC_MA8167AA	-	H8	3234	ND	AxB1	ND	Assembled	89	175134	4976008	Escherichia coli / Shigella;100.0%	114	13436	4	ESC_ZA5270AA_AS	107866	96906	96906	96906	96906	96906	96906	96906	96906	26093	26093	26093	5	2	1	B1	B1	fimH33	-	-	-	-	-	-	-	-	144124	Escherichia coli
ESC_MA8168AA	INT007968	ERR3329014;ILLUMINA;Paired;350;ERX3353729;SRA	Human	Human	human	2016	5	16		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611232	ERS3415421	2019-05-30	2019-05-20	ESC_MA8168AA	O1	H7	59	ST59 Cplx	ABD	ND	Assembled	118	53873	5270980	Escherichia coli / Shigella;97.59%	282	85283	4	ESC_ZA5269AA_AS	107865	96904	96904	96904	96904	96904	96904	96719	21138	57	57	52	52	52	1	F	F	fimH41	-	-	-	-	-	-	-	-	1682	Escherichia coli
ESC_MA8169AA	INT007962	ERR3329013;ILLUMINA;Paired;350;ERX3353728;SRA	Human	Human	human	2016	5	16		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611231	ERS3415420	2019-05-30	2019-05-20	ESC_MA8169AA	O185	H8	2522	ND	AxB1	ND	Assembled	330	108942	5030147	Escherichia coli / Shigella;96.86%	172	33900	4	ESC_ZA5268AA_AS	107875	96905	96905	96905	96905	96905	96905	96905	153	153	153	153	5	2	1	B1	B1	fimH38	-	-	-	-	-	-	-	-	117647	Escherichia/Shigella sp.
ESC_MA8170AA	INT007954	ERR3329012;ILLUMINA;Paired;350;ERX3353727;SRA	Human	Human	human	2016	5	16		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611230	ERS3415419	2019-05-30	2019-05-20	ESC_MA8170AA	-	H40	2165	ND	B1	ND	Assembled	67	213849	4887825	Escherichia coli / Shigella;97.1%	109	14246	4	ESC_ZA5267AA_AS	107869	96907	96907	96907	96907	96907	96907	96907	50898	3981	3981	96	5	2	1	B1	B1	fimH38	-	-	-	-	-	-	-	-	30329	Escherichia/Shigella sp.
ESC_MA8171AA	INT007941	ERR3329011;ILLUMINA;Paired;350;ERX3353726;SRA	Environment	Environment	pens	2016	5	16		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611229	ERS3415418	2019-05-30	2019-05-20	ESC_MA8171AA	O65	H11	48	ST10 Cplx	A	ND	Assembled	113	101332	4650858	Escherichia coli / Shigella;94.05%	120	21493	4	ESC_ZA5266AA_AS	107873	96908	96908	96908	96908	96908	96908	96908	96908	3967	2754	13	5	2	1	A	A	fimH54	-	-	-	-	-	-	-	-	33490	Escherichia/Shigella sp.
ESC_MA8172AA	INT007938	ERR3329010;ILLUMINA;Paired;350;ERX3353725;SRA	Environment	Environment	pens	2016	5	16		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611228	ERS3415417	2019-05-30	2019-05-20	ESC_MA8172AA	O187	H42	9601	ND	ND	ND	Assembled	89	570357	4902664	Escherichia coli / Shigella;100.0%	46	7139	4	ESC_ZA5265AA_AS	107872	96909	96909	96909	96909	96909	96909	96909	96909	96909	96909	96909	96909	7691	1	E	E	fimH31	-	-	-	-	-	-	-	-	144219	Escherichia coli
ESC_MA8173AA	INT007932	ERR3329009;ILLUMINA;Paired;350;ERX3353724;SRA	Environment	Environment	pens	2016	5	16		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611227	ERS3415416	2019-05-30	2019-05-20	ESC_MA8173AA	O6	H10	48	ST10 Cplx	A	ND	Assembled	79	122038	4981992	Escherichia coli / Shigella;95.23%	124	29875	4	ESC_ZA5264AA_AS	107884	96910	96910	96910	96910	96910	96910	96910	96910	96910	96910	13	5	2	1	A	A	fimH30	-	-	-	-	-	-	-	-	40756	Escherichia/Shigella sp.
ESC_MA8174AA	INT007924	ERR3329008;ILLUMINA;Paired;350;ERX3353723;SRA	Poultry	Avian	chickens	2016	5	16		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611226	ERS3415415	2019-05-30	2019-05-20	ESC_MA8174AA	O155	H11	48	ST10 Cplx	A	ND	Assembled	99	132297	4678191	Escherichia coli / Shigella;92.31%	111	29434	4	ESC_ZA5263AA_AS	107876	96911	96911	96911	96911	96911	96911	43903	43903	39036	39036	13	5	2	1	A	A	fimH54	-	-	-	-	-	-	-	-	58907	Escherichia/Shigella sp.
ESC_MA8175AA	INT007916	ERR3329007;ILLUMINA;Paired;350;ERX3353722;SRA	Livestock	Swine	pig	2016	5	16		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611225	ERS3415414	2019-05-30	2019-05-20	ESC_MA8175AA	O147	H40	9602	ST165 Cplx	A	ND	Assembled	100	134458	4677684	Escherichia coli / Shigella;86.06%	116	22352	4	ESC_ZA5262AA_AS	107871	96912	96912	96912	96912	96912	96912	96912	96912	96912	40030	13	5	2	1	A	A	fimH1168	-	-	-	-	-	-	-	-	117648	Escherichia/Shigella sp.
ESC_MA8176AA	INT007914	ERR3329006;ILLUMINA;Paired;350;ERX3353721;SRA	Food	Dairy	goat	2016	5	16		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611224	ERS3415413	2019-05-30	2019-05-20	ESC_MA8176AA	O3	H21	297	ND	AxB1	ND	Assembled	109	134682	5303390	Escherichia coli / Shigella;98.19%	220	123654	4	ESC_ZA5261AA_AS	107880	96922	96922	96922	96922	96922	96922	67258	2004	2004	1081	1081	5	2	1	B1	B1	fimH38	E. coli - STEC	-	+	-	-	-	-	-	15082	Escherichia coli
ESC_MA8177AA	INT007905	ERR3329005;ILLUMINA;Paired;350;ERX3353720;SRA	Livestock	Swine	pig	2016	5	16		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611223	ERS3415412	2019-05-30	2019-05-20	ESC_MA8177AA	O174	H8	10	ST10 Cplx	A	ND	Assembled	72	160770	4804920	Escherichia coli / Shigella;93.75%	108	25656	4	ESC_ZA5260AA_AS	107874	96915	96915	96915	96915	96915	96915	96915	96915	1283	13	13	5	2	1	A	A	fimH137	-	-	-	-	-	-	-	-	2010	Escherichia coli
ESC_MA8178AA	INT007898	ERR3329004;ILLUMINA;Paired;350;ERX3353719;SRA	Livestock	Swine	pig	2016	5	16		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611222	ERS3415411	2019-05-30	2019-05-20	ESC_MA8178AA	O6	H10	48	ST10 Cplx	A	ND	Assembled	136	122039	4983569	Escherichia coli / Shigella;95.6%	141	20935	4	ESC_ZA5259AA_AS	107887	96910	96910	96910	96910	96910	96910	96910	96910	96910	96910	13	5	2	1	A	A	fimH30	-	-	-	-	-	-	-	-	40756	Escherichia/Shigella sp.
ESC_MA8179AA	INT007896	ERR3329003;ILLUMINA;Paired;350;ERX3353718;SRA	Food	Dairy	goat	2016	5	16		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611221	ERS3415410	2019-05-30	2019-05-20	ESC_MA8179AA	O3	H21	297	ND	AxB1	ND	Assembled	34	155290	5201709	Escherichia coli / Shigella;100.0%	198	116343	4	ESC_ZA5258AA_AS	107881	96917	96917	96917	96917	96917	96917	96917	96917	2004	1081	1081	5	2	1	B1	B1	fimH38	E. coli - STEC	-	+	-	-	-	-	-	15082	Escherichia coli
ESC_MA8180AA	INT007887	ERR3329002;ILLUMINA;Paired;350;ERX3353717;SRA	Livestock	Swine	pig	2016	5	16		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611220	ERS3415409	2019-05-30	2019-05-20	ESC_MA8180AA	O127	H4	216	ND	ABD	ND	Assembled	131	119110	4508432	Escherichia coli / Shigella;98.9%	117	17969	4	ESC_ZA5257AA_AS	107883	96918	96918	96918	96918	96918	96918	96918	96918	38436	32365	13	5	2	1	A	A	fimH388	-	-	-	-	-	-	-	-	30466	Escherichia/Shigella sp.
ESC_MA8181AA	INT007882	ERR3329001;ILLUMINA;Paired;350;ERX3353716;SRA	Livestock	Swine	pig	2016	5	16		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611219	ERS3415408	2019-05-30	2019-05-20	ESC_MA8181AA	-	H21	58	ST155 Cplx	AxB1	ND	Assembled	110	177514	4703478	Escherichia coli / Shigella;100.0%	100	12609	4	ESC_ZA5256AA_AS	107888	96913	96913	96913	96913	96913	96913	96913	17168	1060	106	106	5	2	1	B1	B1	fimH24	-	-	-	-	-	-	-	-	1601	Escherichia coli
ESC_MA8183AA	INT007864	ERR3328999;ILLUMINA;Paired;350;ERX3353714;SRA	ND	Avian	avian	2016	5	16		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611218	ERS3415407	2019-05-30	2019-05-20	ESC_MA8183AA	O142	H38	716	ST10 Cplx	A	ND	Assembled	63	75587	4686803	Escherichia coli / Shigella;92.66%	141	25688	4	ESC_ZA5254AA_AS	107886	96914	96914	96914	96914	96914	96914	96914	96914	29205	14599	3963	5	2	1	A	A	fimH25	-	-	-	-	-	-	-	-	137984	Escherichia/Shigella sp.
ESC_MA8184AA	INT007857	ERR3328998;ILLUMINA;Paired;350;ERX3353713;SRA	ND	Avian	avian	2016	5	16		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611217	ERS3415406	2019-05-30	2019-05-20	ESC_MA8184AA	-	H7	3057	ND	D	ND	Assembled	87	697394	4829014	Escherichia fergusonii;54.54%	36	6212	4	ESC_ZA5253AA_AS	109675	96865	96865	96865	96865	96865	96865	96865	96865	96865	1797	1797	1797	1797	1	cladeI	E	fimH445	-	-	-	-	-	-	-	-	144125	Escherichia coli
ESC_MA8185AA	INT007856	ERR3328997;ILLUMINA;Paired;350;ERX3353712;SRA	ND	Avian	avian	2016	5	16		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611216	ERS3415405	2019-05-30	2019-05-20	ESC_MA8185AA	-	H7	3057	ND	D	ND	Assembled	92	697394	4829152	Escherichia coli / Shigella;50.0%	36	6158	4	ESC_ZA5252AA_AS	107834	96865	96865	96865	96865	96865	96865	96865	96865	96865	1797	1797	1797	1797	1	cladeI	E	fimH445	-	-	-	-	-	-	-	-	144125	Escherichia coli
ESC_MA8186AA	INT007844	ERR3328996;ILLUMINA;Paired;350;ERX3353711;SRA	ND	Avian	avian	2016	5	10		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611215	ERS3415404	2019-05-30	2019-05-20	ESC_MA8186AA	O9	H4	8777	ST46 Cplx	A	ND	Assembled	192	117778	4651665	Escherichia coli / Shigella;95.92%	119	30499	4	ESC_ZA5251AA_AS	107830	98586	98586	98586	98586	98586	98586	98586	98586	2784	2758	13	5	2	1	A	A	fimH34	-	-	-	-	-	-	-	-	34242	Escherichia/Shigella sp.
ESC_MA8187AA	INT007840	ERR3328995;ILLUMINA;Paired;350;ERX3353710;SRA	ND	Avian	avian	2016	5	11		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611214	ERS3415403	2019-05-30	2019-05-20	ESC_MA8187AA	O168 or OX6	H7	1304	ND	B1	ND	Assembled	102	632149	5016689	Escherichia coli / Shigella;94.73%	69	7298	4	ESC_ZA5250AA_AS	107826	98587	98587	98587	98587	98587	98587	98587	9242	3307	3307	152	5	2	1	B1	B1	fimH32	-	-	-	-	-	-	-	-	15340	Escherichia coli
ESC_MA8188AA	INT007833	ERR3328994;ILLUMINA;Paired;350;ERX3353709;SRA	Environment	Water/River	puddle	2016	5	11		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611213	ERS3415402	2019-05-30	2019-05-20	ESC_MA8188AA	-	H16	3188	ND	ND	ND	Assembled	104	290489	4672974	Escherichia coli / Shigella;100.0%	70	20909	4	ESC_ZA5249AA_AS	107825	96864	96864	96864	96864	96864	96864	96864	7409	7409	7409	1057	5	2	1	B1	B1	fimH38	-	-	-	-	-	-	-	-	146388	Escherichia coli
ESC_MA8189AA	INT007830	ERR3328993;ILLUMINA;Paired;350;ERX3353708;SRA	Environment	Environment	household environment	2016	5	11		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611212	ERS3415401	2019-05-30	2019-05-20	ESC_MA8189AA	O159	H21	155	ST155 Cplx	B1	ND	Assembled	121	185372	4949952	Escherichia coli / Shigella;92.32%	88	12569	4	ESC_ZA5248AA_AS	107827	96863	96863	96863	96863	96863	96863	96863	96863	96863	106	106	5	2	1	B1	B1	fimH32	-	-	-	-	-	-	-	-	1601	Escherichia coli
ESC_MA8190AA	INT007815	ERR3328992;ILLUMINA;Paired;350;ERX3353707;SRA	Human	Human	human	2016	5	11		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611211	ERS3415400	2019-05-30	2019-05-20	ESC_MA8190AA	O51	H10	2325	ST467 Cplx	A	ND	Assembled	126	66858	4942749	Escherichia coli / Shigella;93.03%	228	106083	4	ESC_ZA5247AA_AS	107832	96869	96869	96869	96869	96869	96869	96869	96869	96869	96869	13	5	2	1	A	A	Unknown	-	-	-	-	-	-	-	-	1987	Escherichia coli
ESC_MA8191AA	INT007810	ERR3328991;ILLUMINA;Paired;350;ERX3353706;SRA	Human	Human	human	2016	5	11		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611210	ERS3415399	2019-05-30	2019-05-20	ESC_MA8191AA	O169	H45	10	ST10 Cplx	A	ND	Assembled	131	87294	5086186	Escherichia coli / Shigella;99.61%	348	139535	4	ESC_ZA5246AA_AS	107828	96867	96867	96867	96867	96867	96867	96867	96867	21540	1197	13	5	2	1	A	A	fimH215	-	-	-	-	-	-	-	-	117649	Escherichia/Shigella sp.
ESC_MA8192AA	INT007803	ERR3328990;ILLUMINA;Paired;350;ERX3353705;SRA	Human	Human	human	2016	5	11		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611209	ERS3415398	2019-05-30	2019-05-20	ESC_MA8192AA	O99	H10	34	ST10 Cplx	A	ND	Assembled	122	128160	5064423	Escherichia coli / Shigella;98.14%	121	16481	4	ESC_ZA5245AA_AS	109673	96866	96866	96866	96866	96866	96866	24209	14598	14598	13	13	5	2	1	A	A	fimH30	-	-	-	-	-	-	-	-	30037	Escherichia/Shigella sp.
ESC_MA8193AA	INT007797	ERR3328989;ILLUMINA;Paired;350;ERX3353704;SRA	Human	Human	human	2016	5	11		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611208	ERS3415397	2019-05-30	2019-05-20	ESC_MA8193AA	O154	H21	40	ST40 Cplx	B1	ND	Assembled	87	101800	5143446	Escherichia coli / Shigella;98.59%	205	36781	4	ESC_ZA5244AA_AS	107829	96868	96868	96868	96868	96868	96868	96868	96868	21351	1089	1089	5	2	1	B1	B1	fimH54	-	-	-	-	-	-	-	-	117701	Escherichia/Shigella sp.
ESC_MA8194AA	INT007786	ERR3328988;ILLUMINA;Paired;350;ERX3353703;SRA	Environment	Environment	pens	2016	5	10		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611207	ERS3415396	2019-05-30	2019-05-20	ESC_MA8194AA	-	H4	2496	ST10 Cplx	A	ND	Assembled	75	104645	4908634	Escherichia coli / Shigella;97.87%	166	29977	4	ESC_ZA5243AA_AS	107844	96871	96871	96871	96871	96871	96871	96871	91729	7601	7601	13	5	2	1	A	A	fimH54	-	-	-	-	-	-	-	-	146862	Escherichia coli
ESC_MA8195AA	INT007782	ERR3328987;ILLUMINA;Paired;350;ERX3353702;SRA	Wild Animal	Rodent	rodent	2016	5	10		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611206	ERS3415395	2019-05-30	2019-05-20	ESC_MA8195AA	O83	H42	1485	ST648 Cplx	ND	ND	Assembled	83	369591	5017963	Escherichia coli / Shigella;90.0%	66	12880	4	ESC_ZA5242AA_AS	107885	96920	96920	96920	96920	96920	29230	29230	29230	2579	2579	1398	1398	1398	1	F	F	fimH58	-	-	-	-	-	-	-	-	29326	Escherichia/Shigella sp.
ESC_MA8196AA	INT007776	ERR3328986;ILLUMINA;Paired;350;ERX3353701;SRA	Livestock	Swine	pig	2016	5	10		Africa	Kenya							Tim Johnson	Escherichia coli						colibacillosis		PRJEB32607	ERP115308		SAMEA5611205	ERS3415394	2019-05-30	2019-05-20	ESC_MA8196AA	-	H8	164	ND	AxB1	ND	Assembled	103	288030	4810578	Escherichia coli / Shigella;100.0%	80	14122	4	ESC_ZA5241AA_AS	107882	96916	96916	96916	96916	96916	96916	96916	96916	4474	4474	80	5	2	1	B1	B1	fimH1109	-	-	-	-	-	-	-	-	30043	Escherichia/Shigella sp.
ESC_MA8197AA	INT007766	ERR3328985;ILLUMINA;Paired;350;ERX3353700;SRA	Wild Animal	Rodent	rodent	2016	5	9		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611204	ERS3415393	2019-05-30	2019-05-20	ESC_MA8197AA	O179	H32	6805	ST206 Cplx	ND	ND	Assembled	88	107438	4635096	Escherichia coli / Shigella;92.38%	137	53304	4	ESC_ZA5240AA_AS	107831	96870	96870	96870	96870	96870	96870	96870	96870	31805	1168	13	5	2	1	A	A	Unknown	-	-	-	-	-	-	-	-	117651	Escherichia/Shigella sp.
ESC_MA8198AA	INT007762	ERR3328984;ILLUMINA;Paired;350;ERX3353699;SRA	Wild Animal	Rodent	rodent	2016	5	10		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611203	ERS3415392	2019-05-30	2019-05-20	ESC_MA8198AA	O145	uncertain	137	ST32 Cplx	ABD	ND	Assembled	64	239724	5355159	Escherichia coli / Shigella;98.0%	257	129946	4	ESC_ZA5239AA_AS	107836	96872	96872	96872	96872	96872	96872	4988	4988	4988	560	560	560	560	1	D	D	fimH331	E. coli - EPEC	-	-	-	-	-	-	+	1534	Escherichia coli
ESC_MA8199AA	INT007750	ERR3328983;ILLUMINA;Paired;350;ERX3353698;SRA	Human	Human	human	2016	5	10		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611202	ERS3415391	2019-05-30	2019-05-20	ESC_MA8199AA	O175	H11	9603	ND	B2	ND	Assembled	140	667276	4792084	Escherichia coli / Shigella;100.0%	39	5939	4	ESC_ZA5238AA_AS	107846	96873	96873	96873	96873	96873	96873	96873	96873	96873	96873	96873	27394	1	1	B2	B2	fimH430	-	-	-	-	-	-	-	-	137985	Escherichia/Shigella sp.
ESC_MA8200AA	INT007744	ERR3328982;ILLUMINA;Paired;350;ERX3353697;SRA	Livestock	Swine	pig	2016	5	10		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611201	ERS3415390	2019-05-30	2019-05-20	ESC_MA8200AA	O71	H12	10	ST10 Cplx	A	ND	Assembled	96	187331	5028928	Escherichia coli / Shigella;84.85%	112	19576	4	ESC_ZA5237AA_AS	109676	96876	96876	96876	96876	96876	96876	96876	96876	4499	13	13	5	2	1	A	A	fimH24	-	-	-	-	-	-	-	-	2011	Escherichia coli
ESC_MA8201AA	INT007737	ERR3328981;ILLUMINA;Paired;350;ERX3353696;SRA	Wild Animal	Rodent	rodent	2016	5	10		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611200	ERS3415389	2019-05-30	2019-05-20	ESC_MA8201AA	O39	H7	6096	ND	B1	ND	Assembled	73	707409	4617187	Escherichia coli / Shigella;100.0%	33	6365	4	ESC_ZA5236AA_AS	107841	96874	96874	96874	96874	96874	96874	96874	96874	93819	2209	152	5	2	1	B1	B1	fimH68	-	-	-	-	-	-	-	-	106733	Escherichia/Shigella sp.
ESC_MA8202AA	INT007733	ERR3328980;ILLUMINA;Paired;350;ERX3353695;SRA	Food	Dairy	goat	2016	5	9		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611199	ERS3415388	2019-05-30	2019-05-20	ESC_MA8202AA	O113	H21	223	ST155 Cplx	B1	ND	Assembled	94	191139	5105560	Escherichia coli / Shigella;98.29%	138	18408	4	ESC_ZA5235AA_AS	107833	96877	96877	96877	96877	96877	96877	96202	96202	66609	2041	106	5	2	1	B1	B1	fimH32	-	-	-	-	-	-	-	-	1590	Escherichia coli
ESC_MA8203AA	INT007716	ERR3328979;ILLUMINA;Paired;350;ERX3353694;SRA	Environment	Environment	doorknob	2016	5	9		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611198	ERS3415387	2019-05-30	2019-05-20	ESC_MA8203AA	-	H14	2144	ND	ND	ND	Assembled	81	255792	4664497	Escherichia coli / Shigella;100.0%	61	12451	4	ESC_ZA5234AA_AS	107837	96875	96875	96875	96875	96875	96875	28052	4588	4588	4588	162	5	2	1	B1	B1	fimH31	-	-	-	-	-	-	-	-	32400	Escherichia/Shigella sp.
ESC_MA8204AA	INT007706	ERR3328978;ILLUMINA;Paired;350;ERX3353693;SRA	Environment	Environment	pens	2016	5	9		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611197	ERS3415386	2019-05-30	2019-05-20	ESC_MA8204AA	-	H7	1727	ST446 Cplx	AxB1	ND	Assembled	143	213751	4927569	Escherichia coli / Shigella;96.35%	128	25633	4	ESC_ZA5233AA_AS	107849	96879	96879	96879	96879	96879	96879	96879	27811	1942	1942	124	5	2	1	B1	B1	fimH31	-	-	-	-	-	-	-	-	15100	Escherichia coli
ESC_MA8205AA	INT007704	ERR3328977;ILLUMINA;Paired;350;ERX3353692;SRA	ND	Avian	avian population	2016	4	26		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5611196	ERS3415385	2019-05-30	2019-05-20	ESC_MA8205AA	O45	H16	69	ST69 Cplx	D	ND	Assembled	121	153951	5281797	Escherichia coli / Shigella;98.89%	190	18716	4	ESC_ZA5232AA_AS	107878	96919	96919	96919	96919	96919	29414	1349	1349	32	32	32	32	2	1	D	D	fimH27	-	-	-	-	-	-	-	-	14827	Escherichia coli
